unitary
"Operator([[ 0.97517033-0.0978434j , -0.10547432+0.16835876j],
          [ 0.13681957+0.14404828j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j ,  0.12564476-0.15389249j],
          [-0.15371394-0.12586313j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.09737398-0.17316989j],
          [ 0.06102943-0.18906325j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.19768581+0.01974395j],
          [ 0.19766777-0.01992372j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.15097284-0.12913832j],
          [ 0.12230761-0.15655782j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.00959514+0.19843749j],
          [ 0.04882732+0.19257569j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.14173797+0.13921154j],
          [ 0.16656971+0.10827759j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.02092702+0.19756407j],
          [ 0.0597598 +0.18946839j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j ,  0.17563649+0.09285109j],
          [-0.15368879+0.12589384j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j ,  0.04093417-0.19440652j],
          [-0.07874083-0.18239897j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
