,unitary
0,"Operator([[ 0.9027011 -0.18298657j, -0.28101662+0.26958543j],
          [ 0.36381496+0.1388716j ,  0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9027011 -0.18298657j, -0.34988178+0.17096603j],
          [ 0.38883977+0.02121976j,  0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9027011 -0.18298657j, -0.09273795-0.37821465j],
          [-0.06186641-0.38447262j,  0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9027011 -0.18298657j,  0.28230578-0.26823514j],
          [-0.36447653-0.13712587j,  0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9027011 -0.18298657j,  0.2764883 +0.27422777j],
          [-0.14787326+0.36025011j,  0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9027011 -0.18298657j,  0.17947567-0.34559388j],
          [-0.29988863-0.24842192j,  0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9027011 -0.18298657j,  0.24070671-0.30611586j],
          [-0.3409127 -0.18821577j,  0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9027011 -0.18298657j,  0.24962231+0.2988902j ],
          [-0.11352404+0.37250361j,  0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9027011 -0.18298657j,  0.2098469 +0.32804104j],
          [-0.06553659+0.38386404j,  0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[0.9027011 -0.18298657j, 0.07166857+0.38276659j],
          [0.08304521+0.38046043j, 0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
