,unitary
0,"Operator([[ 0.90789321-0.17879381j, -0.20034664-0.32190668j],
          [ 0.06333264-0.37383374j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.90789321-0.17879381j, -0.3784742 -0.02280283j],
          [ 0.34156795-0.16460263j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.90789321-0.17879381j, -0.0995068 -0.36587031j],
          [-0.04664685-0.37628016j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.90789321-0.17879381j,  0.11121382-0.36248334j],
          [-0.24034895-0.29324916j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.90789321-0.17879381j,  0.22965067+0.30170061j],
          [-0.09810991+0.36624737j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.90789321-0.17879381j, -0.11095664-0.36256215j],
          [-0.03479764-0.37756034j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.90789321-0.17879381j, -0.23033321-0.30117985j],
          [ 0.09893893-0.36602428j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[0.90789321-0.17879381j, 0.12550966+0.35778487j],
          [0.01951992+0.37865771j, 0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.90789321-0.17879381j,  0.20294392+0.32027559j],
          [-0.06635443+0.37330923j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[0.90789321-0.17879381j, 0.04350189+0.3766567j ],
          [0.1025597 +0.36502629j, 0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
