unitary
"Operator([[ 0.85030065-0.2171174j , -0.03133057+0.47840071j],
          [ 0.25685269+0.40481545j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.10233695-0.46837591j],
          [-0.3143605 -0.36197559j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.4685233 +0.10166002j],
          [ 0.45990629-0.13540697j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.41830966-0.23423466j],
          [ 0.25480319-0.40610858j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.15865493-0.45241293j],
          [-0.35613111-0.32096647j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.47821006+0.03411722j],
          [ 0.43602548-0.19932544j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.40116447+0.2625184j ],
          [ 0.47791297+0.03805308j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
