unitary
"Operator([[0.97152538-0.10449215j, 0.02625453+0.21102257j],
          [0.0192198 +0.21177919j, 0.97152538-0.10449215j]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.97152538-0.10449215j, 0.02274031+0.21143014j],
          [0.02274031+0.21143014j, 0.97152538-0.10449215j]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.97152538-0.10449215j, 0.02274031+0.21143014j],
          [0.02274031+0.21143014j, 0.97152538-0.10449215j]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.97152538-0.10449215j, 0.02274031+0.21143014j],
          [0.02274031+0.21143014j, 0.97152538-0.10449215j]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.97152538-0.10449215j, 0.00761972+0.21251297j],
          [0.03774534+0.20927282j, 0.97152538-0.10449215j]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.97152538-0.10449215j, 0.02274031+0.21143014j],
          [0.02274031+0.21143014j, 0.97152538-0.10449215j]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.97152538-0.10449215j, 0.02274031+0.21143014j],
          [0.02274031+0.21143014j, 0.97152538-0.10449215j]],
         input_dims=(2,), output_dims=(2,))"
