unitary
"Operator([[ 0.97517033-0.0978434j , -0.13341444-0.14720764j],
          [ 0.10150939-0.17077865j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.10186869+0.17056457j],
          [ 0.13372405+0.14692645j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j ,  0.0944051 +0.17480612j],
          [-0.05779467+0.19007703j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.10360184+0.16951744j],
          [ 0.13521462+0.14555587j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j ,  0.16866257-0.10498781j],
          [-0.18615841-0.06938696j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
