,unitary
0,"Operator([[0.96939523-0.10815603j, 0.00994842+0.2201731j ],
          [0.03882186+0.21695167j, 0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96939523-0.10815603j, -0.00402831-0.22036093j],
          [-0.04463779-0.2158301j ,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[0.96939523-0.10815603j, 0.02078165+0.21941579j],
          [0.02808811+0.2186006j , 0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.96939523-0.10815603j, 0.02443828+0.21903866j],
          [0.02443828+0.21903866j, 0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96939523-0.10815603j, -0.20872812-0.07076536j],
          [ 0.18799899-0.11502845j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96939523-0.10815603j,  0.1690482 -0.14141383j],
          [-0.19605861-0.10067864j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96939523-0.10815603j, -0.18958515+0.112395j  ],
          [ 0.20969487+0.06784708j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96939523-0.10815603j,  0.1099178 +0.19103204j],
          [-0.0651119 +0.21056022j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96939523-0.10815603j, -0.2063465 +0.07743569j],
          [ 0.21833911+0.03005325j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96939523-0.10815603j, -0.16918646-0.14124839j],
          [ 0.13389535-0.17506342j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
