,unitary
0,"Operator([[ 0.88064867-0.19898603j,  0.38556968+0.19025903j],
          [-0.26630837+0.33755344j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[0.88064867-0.19898603j, 0.09476141+0.41938377j],
          [0.09476141+0.41938377j, 0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.88064867-0.19898603j, -0.31171361+0.29613696j],
          [ 0.4087565 +0.1333439j ,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.88064867-0.19898603j, -0.36956036-0.21974443j],
          [ 0.23917693-0.35729102j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[0.88064867-0.19898603j, 0.09476141+0.41938377j],
          [0.09476141+0.41938377j, 0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.88064867-0.19898603j,  0.42894725-0.02944027j],
          [-0.39993291+0.15784847j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.88064867-0.19898603j,  0.40306889-0.14965942j],
          [-0.42825764+0.03818208j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[0.88064867-0.19898603j, 0.1749486 +0.39275369j],
          [0.01091466+0.4298178j , 0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.88064867-0.19898603j, -0.27728001+0.32860047j],
          [ 0.39162603+0.17745852j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.88064867-0.19898603j,  0.35410107+0.24387477j],
          [-0.21484453+0.37243027j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
