unitary
"Operator([[ 0.97517033-0.0978434j , -0.16014826-0.11756716j],
          [ 0.13359897-0.14704019j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j ,  0.19857612-0.00608501j],
          [-0.19582672+0.03348727j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j ,  0.19752601-0.02128329j],
          [-0.19781698+0.01838331j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j ,  0.18312714-0.07703216j],
          [-0.19478072-0.0391149j ,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.039838  +0.19463411j],
          [ 0.07771172+0.1828398j ,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
