num_of_intervals,total_time,drift_parameter,taylor_truncate_len,init_seed,target_state_seed,final_cost
1.0,1.0,1.0,10.0,0.0,0.0,-0.9401894294342135
1.0,1.0,1.0,10.0,1.0,0.0,-0.940189429433604
1.0,1.0,1.0,10.0,2.0,0.0,-0.9174085284589862
1.0,1.0,1.0,10.0,3.0,0.0,-0.9174085284589862
1.0,1.0,1.0,10.0,4.0,0.0,-0.9401894294341779
1.0,1.0,1.0,10.0,5.0,0.0,-0.9401894294073858
1.0,1.0,1.0,10.0,6.0,0.0,-0.9401894294342146
1.0,1.0,1.0,10.0,7.0,0.0,-0.9401894294342135
1.0,1.0,1.0,10.0,8.0,0.0,-0.9174085284589862
1.0,1.0,1.0,10.0,9.0,0.0,-0.9401894294342146
1.0,1.0,1.0,10.0,0.0,1.0,-0.5155428986347719
1.0,1.0,1.0,10.0,1.0,1.0,-0.5155428984931582
1.0,1.0,1.0,10.0,2.0,1.0,-0.5155428986347554
1.0,1.0,1.0,10.0,3.0,1.0,-0.5155428986347724
1.0,1.0,1.0,10.0,4.0,1.0,-0.5155428986347702
1.0,1.0,1.0,10.0,5.0,1.0,-0.5155428986347719
1.0,1.0,1.0,10.0,6.0,1.0,-0.5155428986347719
1.0,1.0,1.0,10.0,7.0,1.0,-0.5155428986347724
1.0,1.0,1.0,10.0,8.0,1.0,-0.5155428986347719
1.0,1.0,1.0,10.0,9.0,1.0,-0.5155428986023292
1.0,1.0,1.0,10.0,0.0,2.0,-0.3953538967857987
1.0,1.0,1.0,10.0,1.0,2.0,-0.3953538967857995
1.0,1.0,1.0,10.0,2.0,2.0,-0.39535389678579935
1.0,1.0,1.0,10.0,3.0,2.0,-0.1586427746985585
1.0,1.0,1.0,10.0,4.0,2.0,-0.3953538967857925
1.0,1.0,1.0,10.0,5.0,2.0,-0.3953538967857998
1.0,1.0,1.0,10.0,6.0,2.0,-0.3953538967791875
1.0,1.0,1.0,10.0,7.0,2.0,-0.39535389678547744
1.0,1.0,1.0,10.0,8.0,2.0,-0.3953538967857998
1.0,1.0,1.0,10.0,9.0,2.0,-0.39535389678519006
1.0,1.0,1.0,10.0,0.0,3.0,-0.8493276112320481
1.0,1.0,1.0,10.0,1.0,3.0,-0.8493276112320504
1.0,1.0,1.0,10.0,2.0,3.0,-0.8493276112320504
1.0,1.0,1.0,10.0,3.0,3.0,-0.8493276112320501
1.0,1.0,1.0,10.0,4.0,3.0,-0.43255250449189453
1.0,1.0,1.0,10.0,5.0,3.0,-0.43255250449189453
1.0,1.0,1.0,10.0,6.0,3.0,-0.8493276112318465
1.0,1.0,1.0,10.0,7.0,3.0,-0.8493276112144036
1.0,1.0,1.0,10.0,8.0,3.0,-0.8493276112320504
1.0,1.0,1.0,10.0,9.0,3.0,-0.43255250449189453
1.0,1.0,1.0,10.0,0.0,4.0,-0.9817703914977522
1.0,1.0,1.0,10.0,1.0,4.0,-0.9817703914977959
1.0,1.0,1.0,10.0,2.0,4.0,-0.9817703914977688
1.0,1.0,1.0,10.0,3.0,4.0,-0.6695007812267606
1.0,1.0,1.0,10.0,4.0,4.0,-0.9817703914977105
1.0,1.0,1.0,10.0,5.0,4.0,-0.9817703914977995
1.0,1.0,1.0,10.0,6.0,4.0,-0.9817703914977959
1.0,1.0,1.0,10.0,7.0,4.0,-0.9817703914969929
1.0,1.0,1.0,10.0,8.0,4.0,-0.9817703914978002
1.0,1.0,1.0,10.0,9.0,4.0,-0.9817703914977995
1.0,1.0,1.0,10.0,0.0,5.0,-0.746781950411764
1.0,1.0,1.0,10.0,1.0,5.0,-0.7467819504117682
1.0,1.0,1.0,10.0,2.0,5.0,-0.746781950411678
1.0,1.0,1.0,10.0,3.0,5.0,-0.16166351263837667
1.0,1.0,1.0,10.0,4.0,5.0,-0.7467819504117678
1.0,1.0,1.0,10.0,5.0,5.0,-0.7467819504117682
1.0,1.0,1.0,10.0,6.0,5.0,-0.746781950410417
1.0,1.0,1.0,10.0,7.0,5.0,-0.7467819504110258
1.0,1.0,1.0,10.0,8.0,5.0,-0.7467819504117664
1.0,1.0,1.0,10.0,9.0,5.0,-0.7467819504117417
1.0,1.0,1.0,10.0,0.0,6.0,-0.9946876453879371
1.0,1.0,1.0,10.0,1.0,6.0,-0.9946876453879371
1.0,1.0,1.0,10.0,2.0,6.0,-0.9533480991179324
1.0,1.0,1.0,10.0,3.0,6.0,-0.9533480991179324
1.0,1.0,1.0,10.0,4.0,6.0,-0.9946876453879322
1.0,1.0,1.0,10.0,5.0,6.0,-0.9946876453844733
1.0,1.0,1.0,10.0,6.0,6.0,-0.9946876453879371
1.0,1.0,1.0,10.0,7.0,6.0,-0.9946876453779685
1.0,1.0,1.0,10.0,8.0,6.0,-0.9533480991179324
1.0,1.0,1.0,10.0,9.0,6.0,-0.9946876453879369
1.0,1.0,1.0,10.0,0.0,7.0,-0.49855267970148914
1.0,1.0,1.0,10.0,1.0,7.0,-0.49855267968231487
1.0,1.0,1.0,10.0,2.0,7.0,-0.3432603396969356
1.0,1.0,1.0,10.0,3.0,7.0,-0.3432603396969356
1.0,1.0,1.0,10.0,4.0,7.0,-0.49855267970149036
1.0,1.0,1.0,10.0,5.0,7.0,-0.49855267969942807
1.0,1.0,1.0,10.0,6.0,7.0,-0.49855267970149036
1.0,1.0,1.0,10.0,7.0,7.0,-0.49855267970148237
1.0,1.0,1.0,10.0,8.0,7.0,-0.4985526797014893
1.0,1.0,1.0,10.0,9.0,7.0,-0.4985526797014901
1.0,1.0,1.0,10.0,0.0,8.0,-0.9964830667053155
1.0,1.0,1.0,10.0,1.0,8.0,-0.9964830667053151
1.0,1.0,1.0,10.0,2.0,8.0,-0.9964830666599036
1.0,1.0,1.0,10.0,3.0,8.0,-0.4681802381734974
1.0,1.0,1.0,10.0,4.0,8.0,-0.9964830666892645
1.0,1.0,1.0,10.0,5.0,8.0,-0.9964830667019529
1.0,1.0,1.0,10.0,6.0,8.0,-0.9964830667053151
1.0,1.0,1.0,10.0,7.0,8.0,-0.9964830667053155
1.0,1.0,1.0,10.0,8.0,8.0,-0.9964830667038908
1.0,1.0,1.0,10.0,9.0,8.0,-0.9964830667053148
1.0,1.0,1.0,10.0,0.0,9.0,-0.981407928201727
1.0,1.0,1.0,10.0,1.0,9.0,-0.9814079282017296
1.0,1.0,1.0,10.0,2.0,9.0,-0.9814079282006403
1.0,1.0,1.0,10.0,3.0,9.0,-0.9814079282017256
1.0,1.0,1.0,10.0,4.0,9.0,-0.674930593873456
1.0,1.0,1.0,10.0,5.0,9.0,-0.674930593873456
1.0,1.0,1.0,10.0,6.0,9.0,-0.9814079281968121
1.0,1.0,1.0,10.0,7.0,9.0,-0.9814079282017287
1.0,1.0,1.0,10.0,8.0,9.0,-0.9814079282017301
1.0,1.0,1.0,10.0,9.0,9.0,-0.674930593873456
1.0,1.5,1.0,10.0,0.0,0.0,-0.7726137312786261
1.0,1.5,1.0,10.0,1.0,0.0,-0.7726137313094111
1.0,1.5,1.0,10.0,2.0,0.0,-0.7456088375895881
1.0,1.5,1.0,10.0,3.0,0.0,-0.7456088375895881
1.0,1.5,1.0,10.0,4.0,0.0,-0.7726137313094756
1.0,1.5,1.0,10.0,5.0,0.0,-0.7726137312938395
1.0,1.5,1.0,10.0,6.0,0.0,-0.7726137313094102
1.0,1.5,1.0,10.0,7.0,0.0,-0.7726137312902857
1.0,1.5,1.0,10.0,8.0,0.0,-0.7456088375895881
1.0,1.5,1.0,10.0,9.0,0.0,-0.7726137313094102
1.0,1.5,1.0,10.0,0.0,1.0,-0.7532370976750619
1.0,1.5,1.0,10.0,1.0,1.0,-0.7532370975827783
1.0,1.5,1.0,10.0,2.0,1.0,-0.7532370976749961
1.0,1.5,1.0,10.0,3.0,1.0,-0.7532370976750208
1.0,1.5,1.0,10.0,4.0,1.0,-0.7532370976747165
1.0,1.5,1.0,10.0,5.0,1.0,-0.7532370976750622
1.0,1.5,1.0,10.0,6.0,1.0,-0.7532370976750079
1.0,1.5,1.0,10.0,7.0,1.0,-0.7532370976750306
1.0,1.5,1.0,10.0,8.0,1.0,-0.75323709767502
1.0,1.5,1.0,10.0,9.0,1.0,-0.7532370976744617
1.0,1.5,1.0,10.0,0.0,2.0,-0.6425682899016483
1.0,1.5,1.0,10.0,1.0,2.0,-0.642568289901679
1.0,1.5,1.0,10.0,2.0,2.0,-0.642568289901681
1.0,1.5,1.0,10.0,3.0,2.0,-0.3619666270787479
1.0,1.5,1.0,10.0,4.0,2.0,-0.6425682899014327
1.0,1.5,1.0,10.0,5.0,2.0,-0.6425682899017221
1.0,1.5,1.0,10.0,6.0,2.0,-0.64256828990163
1.0,1.5,1.0,10.0,7.0,2.0,-0.6425682899001727
1.0,1.5,1.0,10.0,8.0,2.0,-0.6425682898930917
1.0,1.5,1.0,10.0,9.0,2.0,-0.6425682899008592
1.0,1.5,1.0,10.0,0.0,3.0,-0.9780683608561282
1.0,1.5,1.0,10.0,1.0,3.0,-0.9780683608556873
1.0,1.5,1.0,10.0,2.0,3.0,-0.9780683608556815
1.0,1.5,1.0,10.0,3.0,3.0,-0.978068360855678
1.0,1.5,1.0,10.0,4.0,3.0,-0.48401558064103806
1.0,1.5,1.0,10.0,5.0,3.0,-0.48401558064103806
1.0,1.5,1.0,10.0,6.0,3.0,-0.9780683607435043
1.0,1.5,1.0,10.0,7.0,3.0,-0.9780683608561128
1.0,1.5,1.0,10.0,8.0,3.0,-0.9780683608556761
1.0,1.5,1.0,10.0,9.0,3.0,-0.48401558064103806
1.0,1.5,1.0,10.0,0.0,4.0,-0.8586553848465959
1.0,1.5,1.0,10.0,1.0,4.0,-0.8586553848383758
1.0,1.5,1.0,10.0,2.0,4.0,-0.8586553847900039
1.0,1.5,1.0,10.0,3.0,4.0,-0.4884853179782249
1.0,1.5,1.0,10.0,4.0,4.0,-0.858655384846534
1.0,1.5,1.0,10.0,5.0,4.0,-0.8586553848465058
1.0,1.5,1.0,10.0,6.0,4.0,-0.8586553848464696
1.0,1.5,1.0,10.0,7.0,4.0,-0.8586553848465486
1.0,1.5,1.0,10.0,8.0,4.0,-0.8586553848465953
1.0,1.5,1.0,10.0,9.0,4.0,-0.8586553848465114
1.0,1.5,1.0,10.0,0.0,5.0,-0.9250520174669116
1.0,1.5,1.0,10.0,1.0,5.0,-0.9250520174018831
1.0,1.5,1.0,10.0,2.0,5.0,-0.9250520174669372
1.0,1.5,1.0,10.0,3.0,5.0,-0.23144199551081057
1.0,1.5,1.0,10.0,4.0,5.0,-0.9250520174671608
1.0,1.5,1.0,10.0,5.0,5.0,-0.925052017466974
1.0,1.5,1.0,10.0,6.0,5.0,-0.925052017467532
1.0,1.5,1.0,10.0,7.0,5.0,-0.9250520174656421
1.0,1.5,1.0,10.0,8.0,5.0,-0.925052017466974
1.0,1.5,1.0,10.0,9.0,5.0,-0.9250520174669855
1.0,1.5,1.0,10.0,0.0,6.0,-0.9689796743120189
1.0,1.5,1.0,10.0,1.0,6.0,-0.9689796743120226
1.0,1.5,1.0,10.0,2.0,6.0,-0.9199750254327321
1.0,1.5,1.0,10.0,3.0,6.0,-0.9199750254327321
1.0,1.5,1.0,10.0,4.0,6.0,-0.9689796743120729
1.0,1.5,1.0,10.0,5.0,6.0,-0.9689796743119339
1.0,1.5,1.0,10.0,6.0,6.0,-0.9689796742640665
1.0,1.5,1.0,10.0,7.0,6.0,-0.9689796743120189
1.0,1.5,1.0,10.0,8.0,6.0,-0.9199750254327321
1.0,1.5,1.0,10.0,9.0,6.0,-0.9689796743120224
1.0,1.5,1.0,10.0,0.0,7.0,-0.7384416219736364
1.0,1.5,1.0,10.0,1.0,7.0,-0.7384416219743523
1.0,1.5,1.0,10.0,2.0,7.0,-0.5543552620059072
1.0,1.5,1.0,10.0,3.0,7.0,-0.5543552620059072
1.0,1.5,1.0,10.0,4.0,7.0,-0.7384416219736666
1.0,1.5,1.0,10.0,5.0,7.0,-0.7384416219688631
1.0,1.5,1.0,10.0,6.0,7.0,-0.7384416219470215
1.0,1.5,1.0,10.0,7.0,7.0,-0.7384416219735654
1.0,1.5,1.0,10.0,8.0,7.0,-0.7384416219729947
1.0,1.5,1.0,10.0,9.0,7.0,-0.7384416219736518
1.0,1.5,1.0,10.0,0.0,8.0,-0.9640865675892288
1.0,1.5,1.0,10.0,1.0,8.0,-0.9640865676814746
1.0,1.5,1.0,10.0,2.0,8.0,-0.9640865676596442
1.0,1.5,1.0,10.0,3.0,8.0,-0.3378268006981295
1.0,1.5,1.0,10.0,4.0,8.0,-0.9640865676810627
1.0,1.5,1.0,10.0,5.0,8.0,-0.9640865676794398
1.0,1.5,1.0,10.0,6.0,8.0,-0.9640865676814785
1.0,1.5,1.0,10.0,7.0,8.0,-0.9640865676814787
1.0,1.5,1.0,10.0,8.0,8.0,-0.9640865676803845
1.0,1.5,1.0,10.0,9.0,8.0,-0.9640865676814911
1.0,1.5,1.0,10.0,0.0,9.0,-0.8577147556421102
1.0,1.5,1.0,10.0,1.0,9.0,-0.8577147556421126
1.0,1.5,1.0,10.0,2.0,9.0,-0.85771475564175
1.0,1.5,1.0,10.0,3.0,9.0,-0.8577147556420707
1.0,1.5,1.0,10.0,4.0,9.0,-0.4944109578647812
1.0,1.5,1.0,10.0,5.0,9.0,-0.4944109578647812
1.0,1.5,1.0,10.0,6.0,9.0,-0.8577147556421003
1.0,1.5,1.0,10.0,7.0,9.0,-0.8577147556421566
1.0,1.5,1.0,10.0,8.0,9.0,-0.857714755642096
1.0,1.5,1.0,10.0,9.0,9.0,-0.4944109578647812
1.0,2.0,1.0,10.0,0.0,0.0,-0.5382926840073172
1.0,2.0,1.0,10.0,1.0,0.0,-0.5382926840073209
1.0,2.0,1.0,10.0,2.0,0.0,-0.513675537370588
1.0,2.0,1.0,10.0,3.0,0.0,-0.513675537370588
1.0,2.0,1.0,10.0,4.0,0.0,-0.5382926840088297
1.0,2.0,1.0,10.0,5.0,0.0,-0.5382926840234616
1.0,2.0,1.0,10.0,6.0,0.0,-0.5382926840073172
1.0,2.0,1.0,10.0,7.0,0.0,-0.538292684007112
1.0,2.0,1.0,10.0,8.0,0.0,-0.513675537370588
1.0,2.0,1.0,10.0,9.0,0.0,-0.5382926840073212
1.0,2.0,1.0,10.0,0.0,1.0,-0.9289300228972474
1.0,2.0,1.0,10.0,1.0,1.0,-0.9289300231965452
1.0,2.0,1.0,10.0,2.0,1.0,-0.9289300228943347
1.0,2.0,1.0,10.0,3.0,1.0,-0.9289300229744023
1.0,2.0,1.0,10.0,4.0,1.0,-0.9289300229498445
1.0,2.0,1.0,10.0,5.0,1.0,-0.9289300230075282
1.0,2.0,1.0,10.0,6.0,1.0,-0.9289300228958364
1.0,2.0,1.0,10.0,7.0,1.0,-0.9289300228964097
1.0,2.0,1.0,10.0,8.0,1.0,-0.9289300232410417
1.0,2.0,1.0,10.0,9.0,1.0,-0.9289300228954852
1.0,2.0,1.0,10.0,0.0,2.0,-0.8548769934074634
1.0,2.0,1.0,10.0,1.0,2.0,-0.8548769934070096
1.0,2.0,1.0,10.0,2.0,2.0,-0.8548769928327334
1.0,2.0,1.0,10.0,3.0,2.0,-0.5990858632322382
1.0,2.0,1.0,10.0,4.0,2.0,-0.8548769934089364
1.0,2.0,1.0,10.0,5.0,2.0,-0.85487699284904
1.0,2.0,1.0,10.0,6.0,2.0,-0.8548769929585563
1.0,2.0,1.0,10.0,7.0,2.0,-0.8548769928219321
1.0,2.0,1.0,10.0,8.0,2.0,-0.8548769928472014
1.0,2.0,1.0,10.0,9.0,2.0,-0.8548769928225919
1.0,2.0,1.0,10.0,0.0,3.0,-0.9897613020772567
1.0,2.0,1.0,10.0,1.0,3.0,-0.9897613023773152
1.0,2.0,1.0,10.0,2.0,3.0,-0.9897613023772243
1.0,2.0,1.0,10.0,3.0,3.0,-0.9897613023771288
1.0,2.0,1.0,10.0,4.0,3.0,-0.5393922001253696
1.0,2.0,1.0,10.0,5.0,3.0,-0.5393922001253696
1.0,2.0,1.0,10.0,6.0,3.0,-0.9897613023773252
1.0,2.0,1.0,10.0,7.0,3.0,-0.9897613025232602
1.0,2.0,1.0,10.0,8.0,3.0,-0.9897613023770844
1.0,2.0,1.0,10.0,9.0,3.0,-0.5393922001253696
1.0,2.0,1.0,10.0,0.0,4.0,-0.6477290314137303
1.0,2.0,1.0,10.0,1.0,4.0,-0.6477290313129477
1.0,2.0,1.0,10.0,2.0,4.0,-0.647729031429837
1.0,2.0,1.0,10.0,3.0,4.0,-0.3102890504771949
1.0,2.0,1.0,10.0,4.0,4.0,-0.6477290314130324
1.0,2.0,1.0,10.0,5.0,4.0,-0.6477290314115538
1.0,2.0,1.0,10.0,6.0,4.0,-0.6477290314110274
1.0,2.0,1.0,10.0,7.0,4.0,-0.6477290314195278
1.0,2.0,1.0,10.0,8.0,4.0,-0.647729031412343
1.0,2.0,1.0,10.0,9.0,4.0,-0.647729031411662
1.0,2.0,1.0,10.0,0.0,5.0,-0.9992545262410929
1.0,2.0,1.0,10.0,1.0,5.0,-0.9992545264357678
1.0,2.0,1.0,10.0,2.0,5.0,-0.9992545262401371
1.0,2.0,1.0,10.0,3.0,5.0,-0.36697284417004516
1.0,2.0,1.0,10.0,4.0,5.0,-0.9992545263666875
1.0,2.0,1.0,10.0,5.0,5.0,-0.999254526242463
1.0,2.0,1.0,10.0,6.0,5.0,-0.9992545262676847
1.0,2.0,1.0,10.0,7.0,5.0,-0.9992545262208551
1.0,2.0,1.0,10.0,8.0,5.0,-0.9992545261755045
1.0,2.0,1.0,10.0,9.0,5.0,-0.9992545262439368
1.0,2.0,1.0,10.0,0.0,6.0,-0.8284491226630953
1.0,2.0,1.0,10.0,1.0,6.0,-0.8284491226631818
1.0,2.0,1.0,10.0,2.0,6.0,-0.7837774183805304
1.0,2.0,1.0,10.0,3.0,6.0,-0.7837774183805304
1.0,2.0,1.0,10.0,4.0,6.0,-0.8284491226642574
1.0,2.0,1.0,10.0,5.0,6.0,-0.8284491226844289
1.0,2.0,1.0,10.0,6.0,6.0,-0.8284491226631757
1.0,2.0,1.0,10.0,7.0,6.0,-0.8284491226630953
1.0,2.0,1.0,10.0,8.0,6.0,-0.7837774183805304
1.0,2.0,1.0,10.0,9.0,6.0,-0.8284491226631782
1.0,2.0,1.0,10.0,0.0,7.0,-0.9199517388689418
1.0,2.0,1.0,10.0,1.0,7.0,-0.919951739049513
1.0,2.0,1.0,10.0,2.0,7.0,-0.7521421204697971
1.0,2.0,1.0,10.0,3.0,7.0,-0.7521421204697971
1.0,2.0,1.0,10.0,4.0,7.0,-0.9199517388697454
1.0,2.0,1.0,10.0,5.0,7.0,-0.9199517388120949
1.0,2.0,1.0,10.0,6.0,7.0,-0.9199517391735714
1.0,2.0,1.0,10.0,7.0,7.0,-0.9199517388672278
1.0,2.0,1.0,10.0,8.0,7.0,-0.9199517388386355
1.0,2.0,1.0,10.0,9.0,7.0,-0.9199517388693988
1.0,2.0,1.0,10.0,0.0,8.0,-0.8180654909515983
1.0,2.0,1.0,10.0,1.0,8.0,-0.8180654912434696
1.0,2.0,1.0,10.0,2.0,8.0,-0.8180654913040559
1.0,2.0,1.0,10.0,3.0,8.0,-0.24717901839991566
1.0,2.0,1.0,10.0,4.0,8.0,-0.8180654912783809
1.0,2.0,1.0,10.0,5.0,8.0,-0.8180654912190423
1.0,2.0,1.0,10.0,6.0,8.0,-0.8180654912435756
1.0,2.0,1.0,10.0,7.0,8.0,-0.8180654912435854
1.0,2.0,1.0,10.0,8.0,8.0,-0.818065491301619
1.0,2.0,1.0,10.0,9.0,8.0,-0.8180654912439247
1.0,2.0,1.0,10.0,0.0,9.0,-0.6464405351343302
1.0,2.0,1.0,10.0,1.0,9.0,-0.6464405351341517
1.0,2.0,1.0,10.0,2.0,9.0,-0.6464405351441196
1.0,2.0,1.0,10.0,3.0,9.0,-0.6464405351333776
1.0,2.0,1.0,10.0,4.0,9.0,-0.31525971429546695
1.0,2.0,1.0,10.0,5.0,9.0,-0.31525971429546695
1.0,2.0,1.0,10.0,6.0,9.0,-0.6464405351339557
1.0,2.0,1.0,10.0,7.0,9.0,-0.6464405351341542
1.0,2.0,1.0,10.0,8.0,9.0,-0.6464405351338932
1.0,2.0,1.0,10.0,9.0,9.0,-0.31525971429546695
1.0,2.5,1.0,10.0,0.0,0.0,-0.2945962510858448
1.0,2.5,1.0,10.0,1.0,0.0,-0.2945962510884514
1.0,2.5,1.0,10.0,2.0,0.0,-0.2783939886522281
1.0,2.5,1.0,10.0,3.0,0.0,-0.2783939886522281
1.0,2.5,1.0,10.0,4.0,0.0,-0.2945962511022676
1.0,2.5,1.0,10.0,5.0,0.0,-0.2945962514883044
1.0,2.5,1.0,10.0,6.0,0.0,-0.29459625110746424
1.0,2.5,1.0,10.0,7.0,0.0,-0.2945962510858448
1.0,2.5,1.0,10.0,8.0,0.0,-0.2783939886522281
1.0,2.5,1.0,10.0,9.0,0.0,-0.29459625108829857
1.0,2.5,1.0,10.0,0.0,1.0,-0.9996058733084684
1.0,2.5,1.0,10.0,1.0,1.0,-0.9996058789138063
1.0,2.5,1.0,10.0,2.0,1.0,-0.9996058727114104
1.0,2.5,1.0,10.0,3.0,1.0,-0.9996058732798238
1.0,2.5,1.0,10.0,4.0,1.0,-0.9996058730238473
1.0,2.5,1.0,10.0,5.0,1.0,-0.999605919269643
1.0,2.5,1.0,10.0,6.0,1.0,-0.9996059148423416
1.0,2.5,1.0,10.0,7.0,1.0,-0.9996058732876505
1.0,2.5,1.0,10.0,8.0,1.0,-0.9996058914886612
1.0,2.5,1.0,10.0,9.0,1.0,-0.9996059196778952
1.0,2.5,1.0,10.0,0.0,2.0,-0.9802993661986386
1.0,2.5,1.0,10.0,1.0,2.0,-0.980299374307046
1.0,2.5,1.0,10.0,2.0,2.0,-0.9802993547468071
1.0,2.5,1.0,10.0,3.0,2.0,-0.8119454243261857
1.0,2.5,1.0,10.0,4.0,2.0,-0.9802993577849247
1.0,2.5,1.0,10.0,5.0,2.0,-0.9802993545516977
1.0,2.5,1.0,10.0,6.0,2.0,-0.9802993561145293
1.0,2.5,1.0,10.0,7.0,2.0,-0.9802994252273521
1.0,2.5,1.0,10.0,8.0,2.0,-0.98029936006894
1.0,2.5,1.0,10.0,9.0,2.0,-0.9802994317112742
1.0,2.5,1.0,10.0,0.0,3.0,-0.8815435962518664
1.0,2.5,1.0,10.0,1.0,3.0,-0.8815435775747019
1.0,2.5,1.0,10.0,2.0,3.0,-0.8815435803551247
1.0,2.5,1.0,10.0,3.0,3.0,-0.881543596271914
1.0,2.5,1.0,10.0,4.0,3.0,-0.5851242351680026
1.0,2.5,1.0,10.0,5.0,3.0,-0.5851242351680026
1.0,2.5,1.0,10.0,6.0,3.0,-0.8815435809697914
1.0,2.5,1.0,10.0,7.0,3.0,-0.8815435962421484
1.0,2.5,1.0,10.0,8.0,3.0,-0.881543596291607
1.0,2.5,1.0,10.0,9.0,3.0,-0.5851242351680026
1.0,2.5,1.0,10.0,0.0,4.0,-0.4006334567397723
1.0,2.5,1.0,10.0,1.0,4.0,-0.40063345890507424
1.0,2.5,1.0,10.0,2.0,4.0,-0.4006334588329724
1.0,2.5,1.0,10.0,3.0,4.0,-0.17854063982001755
1.0,2.5,1.0,10.0,4.0,4.0,-0.4006334570810295
1.0,2.5,1.0,10.0,5.0,4.0,-0.40063345670430506
1.0,2.5,1.0,10.0,6.0,4.0,-0.4006334567040667
1.0,2.5,1.0,10.0,7.0,4.0,-0.4006334568390325
1.0,2.5,1.0,10.0,8.0,4.0,-0.4006334567060548
1.0,2.5,1.0,10.0,9.0,4.0,-0.4006334567061456
1.0,2.5,1.0,10.0,0.0,5.0,-0.9512221106753691
1.0,2.5,1.0,10.0,1.0,5.0,-0.9512221007266156
1.0,2.5,1.0,10.0,2.0,5.0,-0.9512220925830392
1.0,2.5,1.0,10.0,3.0,5.0,-0.5350733800607063
1.0,2.5,1.0,10.0,4.0,5.0,-0.9512221150012685
1.0,2.5,1.0,10.0,5.0,5.0,-0.9512220925476821
1.0,2.5,1.0,10.0,6.0,5.0,-0.951222093273351
1.0,2.5,1.0,10.0,7.0,5.0,-0.9512220921769997
1.0,2.5,1.0,10.0,8.0,5.0,-0.9512221150698866
1.0,2.5,1.0,10.0,9.0,5.0,-0.951222094261916
