,unitary
0,"Operator([[ 0.99376067-0.04972948j,  0.09535   -0.0295819j ],
          [-0.09782691-0.01991499j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.99376067-0.04972948j,  0.09700696-0.02358732j],
          [-0.09887713-0.01378494j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.99376067-0.04972948j, -0.02686114+0.09615191j],
          [ 0.03632612+0.09298991j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.99376067-0.04972948j,  0.09862925+0.01545902j],
          [-0.09659319+0.02522828j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.99376067-0.04972948j, -0.02100332-0.09759903j],
          [ 0.01115475-0.09920828j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.99376067-0.04972948j, -0.09898787+0.01296586j],
          [ 0.09978776+0.00301878j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.99376067-0.04972948j,  0.09946586-0.00855883j],
          [-0.0998234 +0.00141395j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.99376067-0.04972948j,  0.09548074+0.02915717j],
          [-0.09209287+0.03854367j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.99376067-0.04972948j,  0.09968318-0.00547496j],
          [-0.09973176+0.0045041j ,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.99376067-0.04972948j, -0.08168756-0.0573921j ],
          [ 0.07554982-0.06526053j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
