,unitary
0,"Operator([[ 0.9318629 -0.1567647j ,  0.19808542-0.26041992j],
          [-0.27239021-0.18127311j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9318629 -0.1567647j ,  0.32283493-0.05323514j],
          [-0.32248336+0.05532496j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9318629 -0.1567647j , -0.21285039+0.24849765j],
          [ 0.28244156+0.16517607j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9318629 -0.1567647j ,  0.31601598-0.08479546j],
          [-0.32636612+0.02327069j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9318629 -0.1567647j ,  0.32118627-0.06241594j],
          [-0.32392936+0.04611006j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9318629 -0.1567647j , -0.24677867-0.214841j  ],
          [ 0.16290039-0.28376017j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9318629 -0.1567647j ,  0.32717882-0.00322306j],
          [-0.31022447+0.10400552j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9318629 -0.1567647j ,  0.30932345+0.10665539j],
          [-0.25740026+0.20199375j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9318629 -0.1567647j ,  0.22055509+0.24168538j],
          [-0.12933689+0.30054673j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9318629 -0.1567647j , -0.22666878-0.23596109j],
          [ 0.13698702-0.29713789j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
