unitary
"Operator([[ 0.97517033-0.0978434j , -0.17363468-0.09654274j],
          [ 0.15099347-0.1291142j ,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.17358266-0.09663624j],
          [ 0.15092391-0.1291955j ,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.17357412-0.09665157j],
          [ 0.1509125 -0.12920883j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.17369323-0.09643736j],
          [ 0.15107179-0.12902255j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.17363929-0.09653444j],
          [ 0.15099964-0.12910698j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
