,unitary
0,"Operator([[ 0.90789321-0.17879381j, -0.16625198-0.3407682j ],
          [ 0.02463225-0.37835954j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.90789321-0.17879381j,  0.34374537-0.16000566j],
          [-0.37874604-0.01772352j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.90789321-0.17879381j,  0.25416083+0.28136269j],
          [-0.12850126+0.35672134j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.90789321-0.17879381j, 0.07326195+0.37201529j],
          [0.07326195+0.37201529j, 0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.90789321-0.17879381j, -0.36457638+0.10414773j],
          [ 0.37684251-0.04186185j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.90789321-0.17879381j, -0.29971873+0.23223129j],
          [ 0.36539194+0.10124929j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.90789321-0.17879381j, -0.27939905-0.25631789j],
          [ 0.16135096-0.34311595j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.90789321-0.17879381j, -0.36103443-0.11583104j],
          [ 0.29015776-0.24407204j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.90789321-0.17879381j, -0.24926917-0.28570539j],
          [ 0.12232827-0.35888506j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.90789321-0.17879381j, -0.25259035+0.28277341j],
          [ 0.34094617+0.1658867j ,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
