unitary
"Operator([[ 0.85030065-0.2171174j , -0.42048809-0.23030114j],
          [ 0.25860077-0.40370099j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.47065608-0.09127814j],
          [-0.45680064+0.14554045j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.39085963+0.27762852j],
          [-0.2099094 +0.43103004j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.26460058+0.39979417j],
          [-0.04053732+0.47770867j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.30305833+0.37148956j],
          [ 0.44406029+0.18071886j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.26841233+0.3972451j ],
          [ 0.42600342+0.21993165j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.4318139 -0.2082921j ],
          [ 0.2790918 -0.38981613j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.4567584 -0.14567294j],
          [ 0.33100388-0.34682168j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.30386713-0.37082828j],
          [ 0.08888394-0.4711141j ,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.34828478+0.32946405j],
          [ 0.46360213+0.12215528j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
