unitary
"Operator([[0.85030065-0.2171174j , 0.01249021+0.47926281j],
          [0.21880964+0.42658081j, 0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.20830553-0.43180743j],
          [-0.02421421-0.47881366j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.85030065-0.2171174j , 0.10422665+0.46795903j],
          [0.13288402+0.4606416j , 0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.32009479+0.3569148j ],
          [-0.10979554+0.46668382j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.43237737-0.20711991j],
          [ 0.28014827-0.38905757j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.02188092-0.47892596j],
          [-0.24881165-0.4098068j ,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.45785234+0.14219734j],
          [ 0.46997627-0.09471619j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.43867625-0.1934218j ],
          [-0.47770598+0.04056899j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.30863726+0.36686767j],
          [ 0.44674041+0.17398809j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.18789244-0.44107287j],
          [-0.04657047-0.47715829j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
