,unitary
0,"Operator([[ 0.96939523-0.10815603j, -0.22002619+0.01279218j],
          [ 0.21743513-0.03601566j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96939523-0.10815603j, -0.22013134+0.01083328j],
          [ 0.21710596-0.03794956j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96939523-0.10815603j, -0.06026874-0.21199728j],
          [ 0.01206301-0.22006737j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96939523-0.10815603j,  0.16447182-0.14671123j],
          [-0.1927623 -0.1068544j ,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96939523-0.10815603j,  0.08451379+0.20354996j],
          [-0.03757365+0.21717133j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96939523-0.10815603j,  0.06831786-0.20954196j],
          [-0.11282051-0.18933224j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96939523-0.10815603j,  0.06350185-0.21105137j],
          [-0.10845559-0.19186597j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96939523-0.10815603j,  0.07551938+0.20705552j],
          [-0.02802779+0.21860834j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96939523-0.10815603j,  0.05394278+0.21369451j],
          [-0.00551855+0.22032864j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96939523-0.10815603j, -0.05280583+0.21397829j],
          [ 0.09866767+0.1970783j ,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
