,unitary
0,"Operator([[ 0.9318629 -0.1567647j ,  0.09406602-0.31338148j],
          [-0.19142509-0.26535411j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9318629 -0.1567647j , -0.21933503+0.24279315j],
          [ 0.28670279+0.15766382j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9318629 -0.1567647j ,  0.15655347-0.2873106j ],
          [-0.2419428 -0.22027268j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9318629 -0.1567647j , -0.32696716+0.01220024j],
          [ 0.31296174-0.09545322j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9318629 -0.1567647j , -0.306993  -0.11318864j],
          [ 0.25306044-0.20740488j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9318629 -0.1567647j , -0.01534206-0.32683481j],
          [-0.09244103-0.31386466j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9318629 -0.1567647j ,  0.05793825-0.32202411j],
          [-0.16011373-0.28534183j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9318629-0.1567647j ,  0.1890459-0.26705433j],
          [-0.266019 -0.19050003j,  0.9318629-0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9318629 -0.1567647j ,  0.30175392+0.12649484j],
          [-0.24375602+0.21826446j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9318629 -0.1567647j ,  0.14083057-0.29533561j],
          [-0.22971107-0.23300042j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
