,unitary
0,"Operator([[ 0.92502524-0.16355243j, -0.05977654+0.33764726j],
          [ 0.17193095+0.29667938j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.92502524-0.16355243j, -0.11450473-0.32321444j],
          [-0.0032669 -0.34288224j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[0.92502524-0.16355243j, 0.02130568+0.34223526j],
          [0.09733774+0.32879214j, 0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.92502524-0.16355243j,  0.24794164+0.23686251j],
          [-0.15168997+0.30752083j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.92502524-0.16355243j, -0.25883953-0.22490221j],
          [ 0.16602832-0.30002251j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.92502524-0.16355243j,  0.08363453-0.33254199j],
          [-0.19259191-0.28370277j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.92502524-0.16355243j, -0.33367026+0.07901307j],
          [ 0.34053414-0.04019208j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.92502524-0.16355243j,  0.33964077-0.04714927j],
          [-0.33521665+0.07217134j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.92502524-0.16355243j, -0.2544287 +0.22988028j],
          [ 0.31782882+0.12870022j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.92502524-0.16355243j, -0.13619548-0.31468985j],
          [ 0.02003186-0.34231218j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
