unitary
"Operator([[ 0.76809623-0.5114741j ,  0.14206404-0.34934854j,
           -0.04503749-0.06455585j],
          [-0.30843386-0.21701417j,  0.84538174+0.02960618j,
            0.14206404-0.34934854j],
          [ 0.01217753+0.07776594j, -0.30843386-0.21701417j,
            0.76809623-0.5114741j ]],
         input_dims=(3,), output_dims=(3,))"
"Operator([[ 0.76809623-0.5114741j ,  0.10629123+0.36184081j,
           -0.07303299+0.02936011j],
          [ 0.10629123+0.36184081j,  0.84538174+0.02960618j,
            0.10629123+0.36184081j],
          [-0.07303299+0.02936011j,  0.10629123+0.36184081j,
            0.76809623-0.5114741j ]],
         input_dims=(3,), output_dims=(3,))"
"Operator([[ 0.76809623-0.5114741j ,  0.3381816 +0.16691256j,
            0.03527194+0.07036849j],
          [-0.1941824 +0.32329521j,  0.84538174+0.02960618j,
            0.3381816 +0.16691256j],
          [-0.02324903-0.07520184j, -0.1941824 +0.32329521j,
            0.76809623-0.5114741j ]],
         input_dims=(3,), output_dims=(3,))"
"Operator([[ 0.76809623-0.5114741j ,  0.10629123+0.36184081j,
           -0.07303299+0.02936011j],
          [ 0.10629123+0.36184081j,  0.84538174+0.02960618j,
            0.10629123+0.36184081j],
          [-0.07303299+0.02936011j,  0.10629123+0.36184081j,
            0.76809623-0.5114741j ]],
         input_dims=(3,), output_dims=(3,))"
"Operator([[ 0.76809623-0.5114741j ,  0.28367171-0.24850947j,
            0.02484593-0.07468944j],
          [-0.37300699-0.05560921j,  0.84538174+0.02960618j,
            0.28367171-0.24850947j],
          [ 0.06962949+0.03670922j, -0.37300699-0.05560921j,
            0.76809623-0.5114741j ]],
         input_dims=(3,), output_dims=(3,))"
"Operator([[ 0.76809623-0.5114741j ,  0.29599754-0.23369222j,
            0.03233799-0.07176411j],
          [-0.37536092-0.03647976j,  0.84538174+0.02960618j,
            0.29599754-0.23369222j],
          [ 0.07301203+0.02941218j, -0.37536092-0.03647976j,
            0.76809623-0.5114741j ]],
         input_dims=(3,), output_dims=(3,))"
"Operator([[ 0.76809623-0.5114741j ,  0.10629123+0.36184081j,
           -0.07303299+0.02936011j],
          [ 0.10629123+0.36184081j,  0.84538174+0.02960618j,
            0.10629123+0.36184081j],
          [-0.07303299+0.02936011j,  0.10629123+0.36184081j,
            0.76809623-0.5114741j ]],
         input_dims=(3,), output_dims=(3,))"
