unitary
"Operator([[ 0.94460909-0.1427637j , -0.11044884-0.27410445j],
          [ 0.0245124 -0.29450184j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.10842859-0.27490987j],
          [-0.1848272 -0.23058859j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.25096591+0.15603943j],
          [-0.19364409+0.22323566j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.11794983+0.27096131j],
          [-0.03260724+0.29371578j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.27668237-0.10382225j],
          [ 0.23364319-0.18095042j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.29451235+0.02438586j],
          [ 0.28856491-0.06373764j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.09496907-0.27984472j],
          [ 0.00802765-0.29541115j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.21284599-0.20500921j],
          [ 0.14275517-0.25875307j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.16463783-0.24541104j],
          [ 0.08476061-0.28310392j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.2706219 +0.1187265j ],
          [ 0.29362105+0.03344952j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
