,unitary
0,"Operator([[ 0.95240675-0.13313589j, -0.21296043+0.17275438j],
          [ 0.25216964+0.10773436j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.95240675-0.13313589j, -0.27333322+0.02202659j],
          [ 0.2688957 -0.05377099j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.95240675-0.13313589j,  0.06088974-0.26737363j],
          [-0.13187468-0.2404273j ,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.95240675-0.13313589j,  0.21748346-0.16702444j],
          [-0.25494803-0.10098377j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.95240675-0.13313589j,  0.23007546+0.14920289j],
          [-0.18034171+0.20657465j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.95240675-0.13313589j,  0.26344701-0.07610447j],
          [-0.27421766-0.00094492j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.95240675-0.13313589j,  0.27413073+0.00696866j],
          [-0.26171159+0.08187347j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.95240675-0.13313589j,  0.16265477+0.22077057j],
          [-0.09588021+0.25691089j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.95240675-0.13313589j,  0.11532432+0.24879011j],
          [-0.04268056+0.27087744j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[0.95240675-0.13313589j, 0.02320016+0.27323611j],
          [0.05261578+0.26912413j, 0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
