,unitary
0,"Operator([[ 0.88064867-0.19898603j, -0.2802156 +0.32610074j],
          [ 0.39320165+0.17393947j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.88064867-0.19898603j,  0.33011498-0.27547518j],
          [-0.41648651-0.10677764j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.88064867-0.19898603j, -0.19023891-0.3855796j ],
          [ 0.00597473-0.42991485j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.88064867-0.19898603j, -0.41397319+0.11614076j],
          [ 0.42369101-0.07313276j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.88064867-0.19898603j, -0.42994554-0.00305137j],
          [ 0.38686423-0.18761275j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[0.88064867-0.19898603j, 0.04611182+0.42747652j],
          [0.14216421+0.40577311j, 0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.88064867-0.19898603j, -0.15867991+0.39960376j],
          [ 0.31507628+0.29255668j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.88064867-0.19898603j, -0.12030625+0.41278188j],
          [ 0.28609666+0.32095354j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[0.88064867-0.19898603j, 0.09498918+0.41933224j],
          [0.09453362+0.41943518j, 0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.88064867-0.19898603j,  0.02470285-0.42924613j],
          [-0.20686006-0.37692358j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
