unitary
"Operator([[ 0.85030065-0.2171174j ,  0.38716631-0.28275625j],
          [-0.47533097-0.06252454j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.85030065-0.2171174j , 0.08038465+0.4726385j ],
          [0.15605081+0.45331776j, 0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.42118352-0.22902682j],
          [-0.47942462+0.00093619j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.38269859+0.28877437j],
          [ 0.47429542+0.06994787j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.21171719+0.43014495j],
          [ 0.39202179+0.27598508j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.22421525-0.42376452j],
          [-0.39993093-0.26439384j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.08719493-0.47142963j],
          [-0.30253615-0.37191494j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.29856584-0.3751097j ],
          [-0.44185335-0.18604964j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
