num_of_intervals,total_time,target_state_seed,init_seed,final_cost
2,4.0,4,7,-0.5475008891724098
2,4.0,4,5,-0.9173284887463312
2,4.0,4,2,-0.6052524895878643
2,4.0,4,9,-0.8470436294828958
2,4.0,4,0,-0.8470434672840538
2,4.0,4,1,-0.5475287719054671
2,4.0,4,3,-0.5388416953102276
2,4.0,4,4,-0.9182124419207752
2,4.0,4,6,-0.8470437161336917
2,4.0,4,8,-0.5475799392995184
2,4.0,6,7,-0.7100462808311382
2,4.0,6,5,-0.9687599392007262
2,4.0,6,2,-0.6026086065099607
2,4.0,6,9,-0.9891438946185488
2,4.0,6,0,-0.989143952886828
2,4.0,6,1,-0.7102101718693129
2,4.0,6,3,-0.6026227270602819
2,4.0,6,4,-0.8022622995809489
2,4.0,6,6,-0.9891917974690057
2,4.0,6,8,-0.96811324718464
2,4.0,0,7,-0.6759079968171104
2,4.0,0,5,-0.839058491827564
2,4.0,0,2,-0.8092348542648281
2,4.0,0,9,-0.880613075317415
2,4.0,0,0,-0.8806067570118136
2,4.0,0,1,-0.6759354956858533
2,4.0,0,3,-0.8090422192225531
2,4.0,0,4,-0.8806067571599013
2,4.0,0,6,-0.8806118309233987
2,4.0,0,8,-0.8390587958974832
2,4.0,7,7,-0.9527594182346346
2,4.0,7,5,-0.9014411111200736
2,4.0,7,2,-0.9014209673100116
2,4.0,7,9,-0.6148807122790424
2,4.0,7,0,-0.6143639310943617
2,4.0,7,1,-0.9528066931953136
2,4.0,7,3,-0.9013762609485172
2,4.0,7,4,-0.6280932103723033
2,4.0,7,6,-0.6046238791489331
2,4.0,7,8,-0.9527388038280804
2,4.0,3,7,-0.7638961183306193
2,4.0,3,5,-0.6247467224923648
2,4.0,3,2,-0.9371695678541136
2,4.0,3,9,-0.9371713822309854
2,4.0,3,0,-0.937169581592624
2,4.0,3,1,-0.7638988626993323
2,4.0,3,3,-0.9372902922940364
2,4.0,3,4,-0.9372909455140528
2,4.0,3,6,-0.937221202754689
2,4.0,3,8,-0.937174472609412
2,4.0,9,7,-0.862487660210628
2,4.0,9,5,-0.961517980796809
2,4.0,9,2,-0.384586982533664
2,4.0,9,9,-0.9617977760449868
2,4.0,9,0,-0.9618005826219468
2,4.0,9,1,-0.8621899439947533
2,4.0,9,3,-0.3845870454275586
2,4.0,9,4,-0.9618075604497928
2,4.0,9,6,-0.961795854462818
2,4.0,9,8,-0.8624778135293775
2,4.0,1,7,-0.7748072681525343
2,4.0,1,5,-0.7636239604262042
2,4.0,1,2,-0.8655579447310942
2,4.0,1,9,-0.510856926036025
2,4.0,1,0,-0.7241671258365724
2,4.0,1,1,-0.7547973721552608
2,4.0,1,3,-0.865326736238359
2,4.0,1,4,-0.7636040316060274
2,4.0,1,6,-0.7748234535755767
2,4.0,1,8,-0.7547749137148766
2,4.0,2,7,-0.9556281828662968
2,4.0,2,5,-0.481583159036281
2,4.0,2,2,-0.9246740273165316
2,4.0,2,9,-0.226731119213602
2,4.0,2,0,-0.94349582183981
2,4.0,2,1,-0.9557296886280852
2,4.0,2,3,-0.9243016330851684
2,4.0,2,4,-0.2698474509132839
2,4.0,2,6,-0.943311270006253
2,4.0,2,8,-0.8406917981947069
2,4.0,5,7,-0.5980315334010878
2,4.0,5,5,-0.9749797005626788
2,4.0,5,2,-0.9749269152422902
2,4.0,5,9,-0.6791135844144313
2,4.0,5,0,-0.974964923167105
2,4.0,5,1,-0.5981710615595134
2,4.0,5,3,-0.5510032217717172
2,4.0,5,4,-0.9749482628357284
2,4.0,5,6,-0.974996337798074
2,4.0,5,8,-0.3799148384375144
2,4.0,8,7,-0.7271632114025142
2,4.0,8,5,-0.8472698121257345
2,4.0,8,2,-0.7269244021351315
2,4.0,8,9,-0.4616839826364097
2,4.0,8,0,-0.8467292054644779
2,4.0,8,1,-0.6657338733374287
2,4.0,8,3,-0.7263601544290248
2,4.0,8,4,-0.4616823628398057
2,4.0,8,6,-0.8467262296789737
2,4.0,8,8,-0.6658355149394486
2,9.0,4,7,-0.8448691247380877
2,9.0,4,5,-0.3017455704337441
2,9.0,4,2,-0.619858334329132
2,9.0,4,9,-0.8981790206467565
2,9.0,4,0,-0.2185913507501809
2,9.0,4,1,-0.1747657445330862
2,9.0,4,3,-0.6095425408180056
2,9.0,4,4,-0.5393836608870716
2,9.0,4,6,-0.2119552884163379
2,9.0,4,8,-0.9094733772883165
2,9.0,6,7,-0.8047565560178781
2,9.0,6,5,-0.5094496582250005
2,9.0,6,2,-0.8040668055113529
2,9.0,6,9,-0.7315585155424955
2,9.0,6,0,-0.556061739200031
2,9.0,6,1,-0.8021668069021977
2,9.0,6,3,-0.7975242287831575
2,9.0,6,4,-0.3748298610616973
2,9.0,6,6,-0.2000078531059389
2,9.0,6,8,-0.6338772076905956
2,9.0,0,7,-0.6465457847792012
2,9.0,0,5,-0.5801965362296166
2,9.0,0,2,-0.7218716345501668
2,9.0,0,9,-0.3064508561450051
2,9.0,0,0,-0.215587103415142
2,9.0,0,1,-0.5042983310642434
2,9.0,0,3,-0.600379308651798
2,9.0,0,4,-0.3851922775164954
2,9.0,0,6,-0.497168309103446
2,9.0,0,8,-0.6462668552200753
2,9.0,7,7,-0.4786610236958827
2,9.0,7,5,-0.833306864903094
2,9.0,7,2,-0.401645754453011
2,9.0,7,9,-0.5095712508289867
2,9.0,7,0,-0.3781325579458011
2,9.0,7,1,-0.7566553835475995
2,9.0,7,3,-0.6859968453515628
2,9.0,7,4,-0.7907502793470118
2,9.0,7,6,-0.6754018099970129
2,9.0,7,8,-0.4702031157511988
