num_of_intervals,total_time,target_state_seed,init_seed,final_cost
2,6.0,5,1,-0.2915486239903375
2,6.0,5,3,-0.3339403844369728
2,6.0,5,4,-0.2859323017543437
2,6.0,5,6,-0.3587416650052829
2,6.0,5,8,-0.3473020088701099
2,6.0,8,7,-0.7709901673755701
2,6.0,8,5,-0.773404475428999
2,6.0,8,2,-0.7942203312916342
2,6.0,8,9,-0.784203173394967
2,6.0,8,0,-0.8091534264722232
2,6.0,8,1,-0.742316534479102
2,6.0,8,3,-0.789330508197413
2,6.0,8,4,-0.7569794951114187
2,6.0,8,6,-0.8085837660657202
2,6.0,8,8,-0.759491895968263
2,7.0,4,7,-0.944445238577536
2,7.0,4,5,-0.9743972740578118
2,7.0,4,2,-0.995725310642074
2,7.0,4,9,-0.9894498282831958
2,7.0,4,0,-0.8024097220939707
2,7.0,4,1,-0.9428968627323624
2,7.0,4,3,-0.9135701362062876
2,7.0,4,4,-0.8227774003045374
2,7.0,4,6,-0.7692275625633612
2,7.0,4,8,-0.9490019477096152
2,7.0,6,7,-0.8390441235980212
2,7.0,6,5,-0.9380750586637612
2,7.0,6,2,-0.423534074767088
2,7.0,6,9,-0.9223968440971488
2,7.0,6,0,-0.7685000766645285
2,7.0,6,1,-0.9223968440971488
2,7.0,6,3,-0.7116982580296838
2,7.0,6,4,-0.658020985082792
2,7.0,6,6,-0.5719912432197369
2,7.0,6,8,-0.9223968440971488
2,7.0,0,7,-0.9727268469147308
2,7.0,0,5,-0.9711297483343484
2,7.0,0,2,-0.8689739347346369
2,7.0,0,9,-0.9885814461354814
2,7.0,0,0,-0.9568229522570656
2,7.0,0,1,-0.9711297483343484
2,7.0,0,3,-0.9711297483343484
2,7.0,0,4,-0.9079195584603562
2,7.0,0,6,-0.8109856562118901
2,7.0,0,8,-0.9967831711182036
2,7.0,7,7,-0.1325275452183162
2,7.0,7,5,-0.3586231682777122
2,7.0,7,2,-0.0062128938822295
2,7.0,7,9,-0.1577387807198306
2,7.0,7,0,-0.1781046033511019
2,7.0,7,1,-0.2376571679111886
2,7.0,7,3,-0.0019065399498565
2,7.0,7,4,-0.0431819903389841
2,7.0,7,6,-0.2778923939831723
2,7.0,7,8,-0.2376571679111886
2,7.0,3,7,-0.484129215229183
2,7.0,3,5,-0.5629447974072475
2,7.0,3,2,-0.7066393322030095
2,7.0,3,9,-0.5687692104558194
2,7.0,3,0,-0.6792905431955922
2,7.0,3,1,-0.4458040815882845
2,7.0,3,3,-0.675305484259028
2,7.0,3,4,-0.498884046968382
2,7.0,3,6,-0.6931700645912574
2,7.0,3,8,-0.2431674882916039
2,7.0,9,7,-0.8917859704490847
2,7.0,9,5,-0.9438943525452648
2,7.0,9,2,-0.9881364866482306
2,7.0,9,9,-0.9780972196088156
2,7.0,9,0,-0.988944958118496
2,7.0,9,1,-0.9074285513968968
2,7.0,9,3,-0.9877471892509584
2,7.0,9,4,-0.9375769131067992
2,7.0,9,6,-0.9963115130445288
2,7.0,9,8,-0.7464655000923949
2,7.0,1,7,-0.2254649234473605
2,7.0,1,5,-0.0882349067431515
2,7.0,1,2,-0.3311829001376724
2,7.0,1,9,-0.1450462145321487
2,7.0,1,0,-0.1940564930016013
2,7.0,1,1,-0.1407358964223757
2,7.0,1,3,-0.2708150009358196
2,7.0,1,4,-0.2398798477012662
2,7.0,1,6,-0.3149080049941947
2,7.0,1,8,-0.2180766918800678
2,7.0,2,7,-0.0207492627674636
2,7.0,2,5,-0.2083325088600552
2,7.0,2,2,-0.1352373084190971
2,7.0,2,9,-0.0584375988343367
2,7.0,2,0,-0.0879799251205231
2,7.0,2,1,-0.1247152511576373
2,7.0,2,3,-0.0720358202337969
2,7.0,2,4,-0.2024058254218987
2,7.0,2,6,-0.1096680069464426
2,7.0,2,8,-0.1096937503872632
2,7.0,5,7,-0.1431895188320124
2,7.0,5,5,-0.4862239773484981
2,7.0,5,2,-0.4592652594847272
2,7.0,5,9,-0.3160379654675807
2,7.0,5,0,-0.1643953303983132
2,7.0,5,1,-0.3511025112840271
2,7.0,5,3,-0.5376234136587185
2,7.0,5,4,-0.4081895472370169
2,7.0,5,6,-0.3498951851100229
2,7.0,5,8,-0.361105523651593
2,7.0,8,7,-0.8007718727238398
2,7.0,8,5,-0.8745386052116358
2,7.0,8,2,-0.8481866519230004
2,7.0,8,9,-0.9156181539468942
2,7.0,8,0,-0.6085246288235033
2,7.0,8,1,-0.8012229459118927
2,7.0,8,3,-0.799458229543972
2,7.0,8,4,-0.9582278847146456
2,7.0,8,6,-0.6208319147972415
2,7.0,8,8,-0.8101653503335573
2,1.0,4,7,-0.9998181827967552
2,1.0,4,5,-0.9995800064936062
2,1.0,4,2,-0.9996693839450028
2,1.0,4,9,-0.999549074764584
2,1.0,4,0,-0.9999404459638426
2,1.0,4,1,-0.9997378318495936
2,1.0,4,3,-0.9515159394096468
2,1.0,4,4,-0.9995452906821516
2,1.0,4,6,-0.999545166367367
2,1.0,4,8,-0.9995617369912128
2,1.0,6,7,-0.9914371265276496
2,1.0,6,5,-0.9926420063716894
2,1.0,6,2,-0.9533480991179328
2,1.0,6,9,-0.9878894519323124
2,1.0,6,0,-0.9878894513799388
2,1.0,6,1,-0.989930335883246
2,1.0,6,3,-0.9533480991179328
2,1.0,6,4,-0.9919069691159528
2,1.0,6,6,-0.9878894778457205
2,1.0,6,8,-0.983538411698168
2,1.0,0,7,-0.9816597978536268
2,1.0,0,5,-0.9885924801681496
2,1.0,0,2,-0.9174085284589862
2,1.0,0,9,-0.9591154296952829
2,1.0,0,0,-0.9903699231253292
2,1.0,0,1,-0.9816487656863012
2,1.0,0,3,-0.9988564882551462
2,1.0,0,4,-0.9857200182783256
2,1.0,0,6,-0.9999343893078942
2,1.0,0,8,-0.9387965135159112
2,1.0,7,7,-0.4894858666195559
2,1.0,7,5,-0.4985029050128114
2,1.0,7,2,-0.3432603396969356
2,1.0,7,9,-0.3881639085934282
2,1.0,7,0,-0.4985245463537286
2,1.0,7,1,-0.4894400057801139
2,1.0,7,3,-0.3432603396969356
2,1.0,7,4,-0.4845818161889452
2,1.0,7,6,-0.4941002377919309
2,1.0,7,8,-0.3758881449439645
2,1.0,3,7,-0.6428171573726965
2,1.0,3,5,-0.4325525044918945
2,1.0,3,2,-0.8492298451092236
2,1.0,3,9,-0.614703509505716
2,1.0,3,0,-0.8442296993279077
2,1.0,3,1,-0.6429952776645442
2,1.0,3,3,-0.8430213135967514
2,1.0,3,4,-0.6147252609923008
2,1.0,3,6,-0.8425451795999346
2,1.0,3,8,-0.6428432591920562
2,1.0,9,7,-0.9613343462057362
2,1.0,9,5,-0.674930593873456
2,1.0,9,2,-0.9816644739482026
2,1.0,9,9,-0.9533954836814158
2,1.0,9,0,-0.9996625003212511
2,1.0,9,1,-0.9613670282686926
2,1.0,9,3,-0.9998447637925376
2,1.0,9,4,-0.9520668275560804
2,1.0,9,6,-0.9995651263257824
2,1.0,9,8,-0.9613381040167012
2,1.0,1,7,-0.5047383673517652
2,1.0,1,5,-0.5020671585438115
2,1.0,1,2,-0.5155331517860992
2,1.0,1,9,-0.5034303992853232
2,1.0,1,0,-0.5021584812092865
2,1.0,1,1,-0.5071134921510138
2,1.0,1,3,-0.5101006749622732
2,1.0,1,4,-0.5021204070405088
2,1.0,1,6,-0.5023523447134566
2,1.0,1,8,-0.099882756642912
2,1.0,2,7,-0.393023510538135
2,1.0,2,5,-0.3951164591589677
2,1.0,2,2,-0.3789070722475115
2,1.0,2,9,-0.1575926660634449
2,1.0,2,0,-0.3763807310736232
2,1.0,2,1,-0.3927010917733291
2,1.0,2,3,-0.1586427746985585
2,1.0,2,4,-0.3924662311536705
2,1.0,2,6,-0.3758776279314241
2,1.0,2,8,-0.1753578922637028
2,1.0,5,7,-0.7433573877651931
2,1.0,5,5,-0.7458005909986596
2,1.0,5,2,-0.7385815359811209
2,1.0,5,9,-0.7386314545475735
2,1.0,5,0,-0.7463911329314111
2,1.0,5,1,-0.7454334080663214
2,1.0,5,3,-0.3663594455529219
2,1.0,5,4,-0.7463342761336023
2,1.0,5,6,-0.7448166893996979
2,1.0,5,8,-0.7382999176876589
2,1.0,8,7,-0.995442779760984
2,1.0,8,5,-0.9938480910317052
2,1.0,8,2,-0.9957295253923044
2,1.0,8,9,-0.9953971179134824
2,1.0,8,0,-0.992708393352301
2,1.0,8,1,-0.995862532802796
2,1.0,8,3,-0.8120851540719068
2,1.0,8,4,-0.991326051312471
2,1.0,8,6,-0.99244882824876
2,1.0,8,8,-0.9920102381862048
2,3.0,4,7,-0.99832793616556
2,3.0,4,5,-0.1754729186128302
2,3.0,4,2,-0.9309737185346528
2,3.0,4,9,-0.9513644259758895
2,3.0,4,0,-0.8016892878169248
2,3.0,4,1,-0.9685162507050992
2,3.0,4,3,-0.9178334618886702
2,3.0,4,4,-0.9901460176252428
2,3.0,4,6,-0.9533585042072864
2,3.0,4,8,-0.998713396322255
2,3.0,6,7,-0.800352452145934
2,3.0,6,5,-0.9778680755454332
2,3.0,6,2,-0.8851975564172457
2,3.0,6,9,-0.8497465857824507
2,3.0,6,0,-0.929832905011092
2,3.0,6,1,-0.8003477417163424
2,3.0,6,3,-0.8883998034646958
2,3.0,6,4,-0.925901953789171
2,3.0,6,6,-0.999997042814192
2,3.0,6,8,-0.7057881018788035
2,3.0,0,7,-0.9379865735350772
2,3.0,0,5,-0.9386477457276512
2,3.0,0,2,-0.9634876362317194
2,3.0,0,9,-0.969867206137134
2,3.0,0,0,-0.9801943660124388
2,3.0,0,1,-0.9380095982193218
2,3.0,0,3,-0.9236648440637286
2,3.0,0,4,-0.9490324949840592
2,3.0,0,6,-0.9307633853876376
2,3.0,0,8,-0.9470546787597016
2,3.0,7,7,-0.9811499005454404
2,3.0,7,5,-0.9853656968270956
2,3.0,7,2,-0.9292055984956918
2,3.0,7,9,-0.9996365767421814
2,3.0,7,0,-0.9019676356438368
2,3.0,7,1,-0.9850896367730938
2,3.0,7,3,-0.9811302501067464
2,3.0,7,4,-0.999267186004207
2,3.0,7,6,-0.9002809082679718
2,3.0,7,8,-0.7941584693941446
2,3.0,3,7,-0.9969565753266216
2,3.0,3,5,-0.9473739486966768
2,3.0,3,2,-0.7049253028247636
2,3.0,3,9,-0.6719988575565398
2,3.0,3,0,-0.99988316729147
2,3.0,3,1,-0.9966005457224636
2,3.0,3,3,-0.988729995613387
2,3.0,3,4,-0.6572383605111681
2,3.0,3,6,-0.9972792297051456
2,3.0,3,8,-0.9967533694197572
2,3.0,9,7,-0.9559177935233484
2,3.0,9,5,-0.083218432240957
2,3.0,9,2,-0.9788814954303272
2,3.0,9,9,-0.8710618396464512
2,3.0,9,0,-0.9384339985870652
2,3.0,9,1,-0.9983012449181016
2,3.0,9,3,-0.9582953595681266
2,3.0,9,4,-0.7983085616991884
2,3.0,9,6,-0.9614032111583728
2,3.0,9,8,-0.9743037781329368
2,3.0,1,7,-0.9807349077309178
2,3.0,1,5,-0.9938177192540376
2,3.0,1,2,-0.9881032457245136
2,3.0,1,9,-0.868858899653563
2,3.0,1,0,-0.996302467001554
2,3.0,1,1,-0.8688588996535628
2,3.0,1,3,-0.9246199822168516
2,3.0,1,4,-0.0961823563058969
2,3.0,1,6,-0.98818670713388
2,3.0,1,8,-0.869451923833605
2,3.0,2,7,-0.9926735286126732
2,3.0,2,5,-0.990373242151204
2,3.0,2,2,-0.9495713639879974
2,3.0,2,9,-0.9696012403365016
2,3.0,2,0,-0.9781221798269808
2,3.0,2,1,-0.9991985315621372
2,3.0,2,3,-0.9484298660680688
2,3.0,2,4,-0.993268727405512
2,3.0,2,6,-0.9777691863462812
2,3.0,2,8,-0.948429866068068
2,3.0,5,7,-0.9679350974604732
2,3.0,5,5,-0.9159939835813264
2,3.0,5,2,-0.7260096947382615
2,3.0,5,9,-0.9991297086313816
2,3.0,5,0,-0.9633301622676584
2,3.0,5,1,-0.9406872048097786
2,3.0,5,3,-0.6945867292856136
2,3.0,5,4,-0.9817759671924636
2,3.0,5,6,-0.953866179805347
2,3.0,5,8,-0.6945867292856136
2,3.0,8,7,-0.994622919521064
2,3.0,8,5,-0.9033237707843192
2,3.0,8,2,-0.2614202775242626
2,3.0,8,9,-0.9903464888922104
2,3.0,8,0,-0.9556199669953936
2,3.0,8,1,-0.8813193826150901
2,3.0,8,3,-0.4050496766023309
2,3.0,8,4,-0.9832188359311896
2,3.0,8,6,-0.9633458868751852
2,3.0,8,8,-0.8751195873572666
2,5.0,4,7,-0.9298512048419714
2,5.0,4,5,-0.9810597365532264
2,5.0,4,2,-0.8786193754243498
2,5.0,4,9,-0.95740163945618
2,5.0,4,0,-0.9696109468763516
2,5.0,4,1,-0.9342961054516392
2,5.0,4,3,-0.9090450013999124
2,5.0,4,4,-0.951407547914731
2,5.0,4,6,-0.9784230546307588
2,5.0,4,8,-0.6447918740965008
2,5.0,6,7,-0.7183270702741977
2,5.0,6,5,-0.2319595593797598
2,5.0,6,2,-0.9694388690435228
2,5.0,6,9,-0.819462824051141
2,5.0,6,0,-0.995573353796687
2,5.0,6,1,-0.7101566131350965
2,5.0,6,3,-0.9375530623391022
2,5.0,6,4,-0.9997748003728836
2,5.0,6,6,-0.995315894441669
2,5.0,6,8,-0.4902261350809204
2,5.0,0,7,-0.943925748129658
2,5.0,0,5,-0.4491198676409565
2,5.0,0,2,-0.9945529169765778
2,5.0,0,9,-0.9815997220198072
2,5.0,0,0,-0.882042040896502
2,5.0,0,1,-0.9333132575555312
2,5.0,0,3,-0.9807301957132446
2,5.0,0,4,-0.99165675652546
2,5.0,0,6,-0.8889746449742969
2,5.0,0,8,-0.7670865943031633
2,5.0,7,7,-0.3775905885484085
2,5.0,7,5,-0.5433726477389033
2,5.0,7,2,-0.6348464826365698
2,5.0,7,9,-0.4656113164801418
2,5.0,7,0,-0.6376929743261524
2,5.0,7,1,-0.3742214769640434
2,5.0,7,3,-0.5824422549700041
2,5.0,7,4,-0.2995145562184541
2,5.0,7,6,-0.6347002266479707
2,5.0,7,8,-0.1890965401125336
2,5.0,3,7,-0.8894446399567248
2,5.0,3,5,-0.905564189850322
2,5.0,3,2,-0.8895043608246772
2,5.0,3,9,-0.4079948664214191
2,5.0,3,0,-0.3061662740379919
2,5.0,3,1,-0.8926540812689254
2,5.0,3,3,-0.5027669027495775
2,5.0,3,4,-0.2714217154049027
2,5.0,3,6,-0.0301806062568587
2,5.0,3,8,-0.8926457144936109
2,5.0,9,7,-0.9563916737829504
2,5.0,9,5,-0.9122156132455904
2,5.0,9,2,-0.9611971438913388
2,5.0,9,9,-0.8663097315227473
2,5.0,9,0,-0.773457559575857
2,5.0,9,1,-0.9858837216274784
2,5.0,9,3,-0.925861793612542
2,5.0,9,4,-0.7786305561759881
2,5.0,9,6,-0.4183520467381022
2,5.0,9,8,-0.9900615547242632
2,5.0,1,7,-0.5250225285195935
2,5.0,1,5,-0.5680738733589102
2,5.0,1,2,-0.6491276943436542
2,5.0,1,9,-0.6500858383703383
2,5.0,1,0,-0.6491276943436542
2,5.0,1,1,-0.115645698300486
2,5.0,1,3,-0.6491276943436542
2,5.0,1,4,-0.0869969360156654
2,5.0,1,6,-0.6491276943436542
2,5.0,1,8,-0.6533018083500551
2,5.0,2,7,-0.3317836809740465
2,5.0,2,5,-0.2782323699544773
2,5.0,2,2,-0.525155155210255
2,5.0,2,9,-0.4681318849464709
2,5.0,2,0,-0.5221149203930118
2,5.0,2,1,-0.4010106457699406
2,5.0,2,3,-0.5330332687882905
2,5.0,2,4,-0.4854088671933246
2,5.0,2,6,-0.526165885435976
2,5.0,2,8,-0.468131884946471
2,5.0,5,7,-0.5969556373384307
2,5.0,5,5,-0.5079485579861911
2,5.0,5,2,-0.8584516770761454
2,5.0,5,9,-0.8580473419714251
2,5.0,5,0,-0.837355104240667
2,5.0,5,1,-0.3733488638400086
2,5.0,5,3,-0.8306889513073794
2,5.0,5,4,-0.837430929311524
2,5.0,5,6,-0.8373551110492393
2,5.0,5,8,-0.676383183709097
2,5.0,8,7,-0.902582710153097
2,5.0,8,5,-0.9462745675381132
2,5.0,8,2,-0.8458930664063172
2,5.0,8,9,-0.9343293943963052
2,5.0,8,0,-0.9739631888583222
2,5.0,8,1,-0.8149636641173034
2,5.0,8,3,-0.8482903256357556
2,5.0,8,4,-0.8133637963450367
2,5.0,8,6,-0.9834814772718228
2,5.0,8,8,-0.4987937414831104
