num_of_intervals,total_time,target_state_seed,init_seed,final_cost
11,15.0,5,6,-0.9991259154750316
11,15.0,5,8,-0.9987119880621655
11,15.0,8,7,-0.9181866751627328
11,15.0,8,5,-0.9955202152616468
11,15.0,8,2,-0.9948286588525044
11,15.0,8,9,-0.9987300093922672
11,15.0,8,0,-0.9544394906636712
11,15.0,8,1,-0.992915310211277
11,15.0,8,3,-0.9790550452710776
11,15.0,8,4,-0.981457621598451
11,15.0,8,6,-0.9810671337134468
11,15.0,8,8,-0.99737286930138
11,9.0,4,7,-0.9999999587709504
11,9.0,4,5,-0.9999992133386884
11,9.0,4,2,-0.9999998449378198
11,9.0,4,9,-0.99999997631773
11,9.0,4,0,-0.999999986166324
11,9.0,4,1,-0.9999998320156956
11,9.0,4,3,-0.9999999795674732
11,9.0,4,4,-0.9999999682494644
11,9.0,4,6,-0.9999997331965458
11,9.0,4,8,-0.9999999774088472
11,9.0,6,7,-0.9999999485560388
11,9.0,6,5,-0.9999998587047622
11,9.0,6,2,-0.9999996880875882
11,9.0,6,9,-0.9999999319474846
11,9.0,6,0,-0.9999999747520226
11,9.0,6,1,-0.999999969379044
11,9.0,6,3,-0.999999673061574
11,9.0,6,4,-0.9999999417288494
11,9.0,6,6,-0.9999999728140976
11,9.0,6,8,-0.9999998713401222
11,9.0,0,7,-0.999999950472834
11,9.0,0,5,-0.9999999610085124
11,9.0,0,2,-0.999999938859653
11,9.0,0,9,-0.999999363700987
11,9.0,0,0,-0.9999999288407998
11,9.0,0,1,-0.9999998294497822
11,9.0,0,3,-0.9999997018377698
11,9.0,0,4,-0.9999998305139396
11,9.0,0,6,-0.9999999617199452
11,9.0,0,8,-0.9999999285924144
11,9.0,7,7,-0.999999980150462
11,9.0,7,5,-0.9999997372031252
11,9.0,7,2,-0.9999998797297815
11,9.0,7,9,-0.9999999696441086
11,9.0,7,0,-0.9999999655016546
11,9.0,7,1,-0.9999999974858576
11,9.0,7,3,-0.99999992965598
11,9.0,7,4,-0.9999999737260404
11,9.0,7,6,-0.9999999799386852
11,9.0,7,8,-0.9999998480078792
11,9.0,3,7,-0.9999999182092704
11,9.0,3,5,-0.999999968656304
11,9.0,3,2,-0.999999971187416
11,9.0,3,9,-0.999999784760028
11,9.0,3,0,-0.99999985462674
11,9.0,3,1,-0.9999999024393426
11,9.0,3,3,-0.9999999503628978
11,9.0,3,4,-0.9999999442155486
11,9.0,3,6,-0.999999564618038
11,9.0,3,8,-0.9999988907263004
11,9.0,9,7,-0.9999999481548836
11,9.0,9,5,-0.9999999767409395
11,9.0,9,2,-0.9999998806678976
11,9.0,9,9,-0.999999961422891
11,9.0,9,0,-0.9999998620766538
11,9.0,9,1,-0.9999998410478156
11,9.0,9,3,-0.9999999802328748
11,9.0,9,4,-0.9999999458039378
11,9.0,9,6,-0.9999998516823558
11,9.0,9,8,-0.9999998172467652
11,9.0,1,7,-0.9999999545997644
11,9.0,1,5,-0.9999996944886174
11,9.0,1,2,-0.9999997470612788
11,9.0,1,9,-0.9999999544107068
11,9.0,1,0,-0.9999999890946328
11,9.0,1,1,-0.9999998069207056
11,9.0,1,3,-0.9999999558231156
11,9.0,1,4,-0.9999999797876248
11,9.0,1,6,-0.9999999849722866
11,9.0,1,8,-0.9999997564108009
11,9.0,2,7,-0.9999995542161472
11,9.0,2,5,-0.9999997815646664
11,9.0,2,2,-0.9999998797434704
11,9.0,2,9,-0.9999994379253104
11,9.0,2,0,-0.9999999573577564
11,9.0,2,1,-0.9999999770179752
11,9.0,2,3,-0.999999866322926
11,9.0,2,4,-0.99999993089425
11,9.0,2,6,-0.9999997229176056
11,9.0,2,8,-0.9999998997800632
11,9.0,5,7,-0.9999999025887426
11,9.0,5,5,-0.9999998541526184
11,9.0,5,2,-0.9999998085347536
11,9.0,5,9,-0.99999999575806
11,9.0,5,0,-0.9999998018054932
11,9.0,5,1,-0.9999998751796028
11,9.0,5,3,-0.9999998815072948
11,9.0,5,4,-0.9999999366495056
11,9.0,5,6,-0.9999999302870044
11,9.0,5,8,-0.9999998521684728
11,9.0,8,7,-0.9999999106642048
11,9.0,8,5,-0.9999999391903844
11,9.0,8,2,-0.9999999798703136
11,9.0,8,9,-0.9999999238997824
11,9.0,8,0,-0.9999999753846062
11,9.0,8,1,-0.999999648630632
11,9.0,8,3,-0.999999970632892
11,9.0,8,4,-0.9999999988807444
11,9.0,8,6,-0.9999997431965564
11,9.0,8,8,-0.9999997987527997
11,11.0,4,7,-0.9999956684920006
11,11.0,4,5,-0.9999942586213736
11,11.0,4,2,-0.9999446942725826
11,11.0,4,9,-0.9999912173072528
11,11.0,4,0,-0.9999966116117116
11,11.0,4,1,-0.9999973005244246
11,11.0,4,3,-0.9999912127806004
11,11.0,4,4,-0.9999589837128958
11,11.0,4,6,-0.99997488906932
11,11.0,4,8,-0.9999984090860686
11,11.0,6,7,-0.9999983320653486
11,11.0,6,5,-0.9999834581405392
11,11.0,6,2,-0.9999930753258514
11,11.0,6,9,-0.999986671103308
11,11.0,6,0,-0.9999982099662922
11,11.0,6,1,-0.9999987465175828
11,11.0,6,3,-0.9999853418562896
11,11.0,6,4,-0.9999904613083842
11,11.0,6,6,-0.9999860444636658
11,11.0,6,8,-0.999996573133276
11,11.0,0,7,-0.999998330907156
11,11.0,0,5,-0.9999813017251776
11,11.0,0,2,-0.9999927767985338
11,11.0,0,9,-0.9999929338069384
11,11.0,0,0,-0.9999939006011396
11,11.0,0,1,-0.999995284068951
11,11.0,0,3,-0.9999985728276842
11,11.0,0,4,-0.9993626611344242
11,11.0,0,6,-0.99996067796541
11,11.0,0,8,-0.9999981772631328
11,11.0,7,7,-0.9999954264900612
11,11.0,7,5,-0.9999868616502624
11,11.0,7,2,-0.9999675285578136
11,11.0,7,9,-0.9999901178725026
11,11.0,7,0,-0.999994209450534
11,11.0,7,1,-0.9999941037464806
11,11.0,7,3,-0.999990584094073
11,11.0,7,4,-0.9999944267300096
11,11.0,7,6,-0.9999958733860554
11,11.0,7,8,-0.9999966640119472
11,11.0,3,7,-0.999997194523612
11,11.0,3,5,-0.9999940816728268
11,11.0,3,2,-0.999981034901162
11,11.0,3,9,-0.9999785285318172
11,11.0,3,0,-0.999980514363678
11,11.0,3,1,-0.9999932307010816
11,11.0,3,3,-0.9999825238217196
11,11.0,3,4,-0.9999950375062908
11,11.0,3,6,-0.9999374065878004
11,11.0,3,8,-0.999996587147125
11,11.0,9,7,-0.9999595844431958
11,11.0,9,5,-0.9999885887612158
11,11.0,9,2,-0.9999777435434954
11,11.0,9,9,-0.999997067228814
11,11.0,9,0,-0.9999928623231484
11,11.0,9,1,-0.9999634238986712
11,11.0,9,3,-0.9999940601402546
11,11.0,9,4,-0.9999987643500998
11,11.0,9,6,-0.9999934220722122
11,11.0,9,8,-0.999987183477194
11,11.0,1,7,-0.999912050741406
11,11.0,1,5,-0.9999978821018012
11,11.0,1,2,-0.9999966940099893
11,11.0,1,9,-0.9999954720198307
11,11.0,1,0,-0.9999951731510004
11,11.0,1,1,-0.9999993751819996
11,11.0,1,3,-0.999983549660546
11,11.0,1,4,-0.9999893289431656
11,11.0,1,6,-0.9999886786957272
11,11.0,1,8,-0.9999944344234534
11,11.0,2,7,-0.999998788638728
11,11.0,2,5,-0.9999735391948392
11,11.0,2,2,-0.9999818485525146
11,11.0,2,9,-0.9999765757847896
11,11.0,2,0,-0.9999955142007249
11,11.0,2,1,-0.9999802205411146
11,11.0,2,3,-0.9999789748647308
11,11.0,2,4,-0.9999941944252262
11,11.0,2,6,-0.9999805551230968
11,11.0,2,8,-0.9999909548853056
11,11.0,5,7,-0.9999716637561812
11,11.0,5,5,-0.9999843977305982
11,11.0,5,2,-0.999992301605007
11,11.0,5,9,-0.9999890637585496
11,11.0,5,0,-0.9999917909153778
11,11.0,5,1,-0.999997491285521
11,11.0,5,3,-0.9999844219207372
11,11.0,5,4,-0.9999975627198904
11,11.0,5,6,-0.9999821211625456
11,11.0,5,8,-0.9999948319619149
11,11.0,8,7,-0.9999175180368522
11,11.0,8,5,-0.9999910350267536
11,11.0,8,2,-0.9999900607984192
11,11.0,8,9,-0.9999948456892532
11,11.0,8,0,-0.99998837388151
11,11.0,8,1,-0.9999952929707666
11,11.0,8,3,-0.9999741164138262
11,11.0,8,4,-0.9999917468754792
11,11.0,8,6,-0.9999920802006328
11,11.0,8,8,-0.9999893236043595
11,6.0,4,7,-0.999999999896729
11,6.0,4,5,-0.999999999842912
11,6.0,4,2,-0.9999999998792536
11,6.0,4,9,-0.999999999874598
11,6.0,4,0,-0.9999999999520606
11,6.0,4,1,-0.9999999997942206
11,6.0,4,3,-0.9999999999337036
11,6.0,4,4,-0.9999999999719936
11,6.0,4,6,-0.9999999998894312
11,6.0,4,8,-0.999999999795246
11,6.0,6,7,-0.9532486272044292
11,6.0,6,5,-0.9999999993121238
11,6.0,6,2,-0.9999999998855442
11,6.0,6,9,-0.999999999900659
11,6.0,6,0,-0.999999999955146
11,6.0,6,1,-0.999999999129804
11,6.0,6,3,-0.9999999998713588
11,6.0,6,4,-0.9999999998905108
11,6.0,6,6,-0.9999999998579594
11,6.0,6,8,-0.999999999913542
11,6.0,0,7,-0.9999999999604852
11,6.0,0,5,-0.9992338960536048
11,6.0,0,2,-0.9999999998827744
11,6.0,0,9,-0.9999999997750232
11,6.0,0,0,-0.9999999996957504
11,6.0,0,1,-0.9999999999714184
11,6.0,0,3,-0.999999999732622
11,6.0,0,4,-0.9999999998782948
11,6.0,0,6,-0.9999999994052112
11,6.0,0,8,-0.9999999999059432
11,6.0,7,7,-0.999999998755798
11,6.0,7,5,-0.9999999997896344
11,6.0,7,2,-0.9999999985826372
11,6.0,7,9,-0.9962953517516618
11,6.0,7,0,-0.999999999711216
11,6.0,7,1,-0.9999999998921524
11,6.0,7,3,-0.999999999880412
11,6.0,7,4,-0.9999999998075696
11,6.0,7,6,-0.9999999999134216
11,6.0,7,8,-0.9793292219071048
11,6.0,3,7,-0.9999999986076132
11,6.0,3,5,-0.99999999980626
11,6.0,3,2,-0.9999999997708237
11,6.0,3,9,-0.999999999963462
11,6.0,3,0,-0.9999999980815796
11,6.0,3,1,-0.9999999999955154
11,6.0,3,3,-0.9999999998437632
11,6.0,3,4,-0.9999999999352358
11,6.0,3,6,-0.9999999999439004
11,6.0,3,8,-0.9999999999401924
11,6.0,9,7,-0.9999999999504624
11,6.0,9,5,-0.9999999996216268
11,6.0,9,2,-0.9999999998269222
11,6.0,9,9,-0.99999999996169
11,6.0,9,0,-0.999999999965749
11,6.0,9,1,-0.9999999999440355
11,6.0,9,3,-0.999999999936618
11,6.0,9,4,-0.9999999990967544
11,6.0,9,6,-0.9999999989716446
11,6.0,9,8,-0.9999999998430846
11,6.0,1,7,-0.9999999997195608
11,6.0,1,5,-0.9999999999560374
11,6.0,1,2,-0.999999999350992
11,6.0,1,9,-0.9999999984577744
11,6.0,1,0,-0.9999999999220316
11,6.0,1,1,-0.999999999755083
11,6.0,1,3,-0.9999999998874743
11,6.0,1,4,-0.9999999999539144
11,6.0,1,6,-0.9999999992835562
11,6.0,1,8,-0.9999999996996972
11,6.0,2,7,-0.9897300837761271
11,6.0,2,5,-0.9999999998457312
11,6.0,2,2,-0.9999999998502556
11,6.0,2,9,-0.999999999964919
11,6.0,2,0,-0.999999999868436
11,6.0,2,1,-0.9999999995687257
11,6.0,2,3,-0.999999999767544
11,6.0,2,4,-0.9999999994371932
11,6.0,2,6,-0.9999999998445934
11,6.0,2,8,-0.9999999997104194
11,6.0,5,7,-0.9999999998773644
11,6.0,5,5,-0.9999999998447252
11,6.0,5,2,-0.9999999986685356
11,6.0,5,9,-0.9999999998202992
11,6.0,5,0,-0.9999999997860896
11,6.0,5,1,-0.9999999989022764
11,6.0,5,3,-0.9999999998308726
11,6.0,5,4,-0.9999999974388418
11,6.0,5,6,-0.9999999999075716
11,6.0,5,8,-0.9999999994437972
11,6.0,8,7,-0.9924524167316447
11,6.0,8,5,-0.9999999999435129
11,6.0,8,2,-0.9999999998323824
11,6.0,8,9,-0.9999999994815888
11,6.0,8,0,-0.9999999997490716
11,6.0,8,1,-0.9999999997635852
11,6.0,8,3,-0.9999999998535818
11,6.0,8,4,-0.999999999720642
11,6.0,8,6,-0.999999999838858
11,6.0,8,8,-0.9999999997719976
11,12.0,4,7,-0.999952332334794
11,12.0,4,5,-0.9998738933978392
11,12.0,4,2,-0.9999809484624166
11,12.0,4,9,-0.9999732829071648
11,12.0,4,0,-0.9999581410893742
11,12.0,4,1,-0.9996331969753636
11,12.0,4,3,-0.9999893747644912
11,12.0,4,4,-0.9999151182826416
11,12.0,4,6,-0.9992026117799238
11,12.0,4,8,-0.9999965741590596
11,12.0,6,7,-0.9999360874647412
11,12.0,6,5,-0.999907365057284
11,12.0,6,2,-0.9999939524373592
11,12.0,6,9,-0.99989910767783
11,12.0,6,0,-0.99999700604774
11,12.0,6,1,-0.9999183997186312
11,12.0,6,3,-0.9999467397652122
11,12.0,6,4,-0.9999534231848676
11,12.0,6,6,-0.9999337177174288
11,12.0,6,8,-0.9999848832998408
11,12.0,0,7,-0.999903108471194
11,12.0,0,5,-0.999926431869724
11,12.0,0,2,-0.9998901797854616
11,12.0,0,9,-0.99998788212484
11,12.0,0,0,-0.9999353228704184
11,12.0,0,1,-0.99998267800094
11,12.0,0,3,-0.9999386450141888
11,12.0,0,4,-0.9999100924037252
11,12.0,0,6,-0.9999480176097012
11,12.0,0,8,-0.999960543859712
11,12.0,7,7,-0.999957745162429
11,12.0,7,5,-0.9990745438478488
11,12.0,7,2,-0.9999631755918564
11,12.0,7,9,-0.999879140299724
11,12.0,7,0,-0.9999547656623906
11,12.0,7,1,-0.999766531837838
11,12.0,7,3,-0.9999662747342726
11,12.0,7,4,-0.9998899465739916
11,12.0,7,6,-0.9999311424861468
11,12.0,7,8,-0.9999827302571922
11,12.0,3,7,-0.9999683774426936
11,12.0,3,5,-0.9999023729944904
11,12.0,3,2,-0.9998147907687072
11,12.0,3,9,-0.9999460253693844
11,12.0,3,0,-0.9999341385143296
11,12.0,3,1,-0.9999817342977116
11,12.0,3,3,-0.9999807578870626
11,12.0,3,4,-0.999989520817218
11,12.0,3,6,-0.9999603315736428
11,12.0,3,8,-0.9999972735305188
11,12.0,9,7,-0.9999402590424394
11,12.0,9,5,-0.9999021887722196
11,12.0,9,2,-0.999951715918486
11,12.0,9,9,-0.9999583296605776
11,12.0,9,0,-0.999911081462274
11,12.0,9,1,-0.9999732150619302
11,12.0,9,3,-0.9999837273010982
11,12.0,9,4,-0.999976289051084
11,12.0,9,6,-0.9998991688811086
11,12.0,9,8,-0.9999765661148228
11,12.0,1,7,-0.9999455819782106
11,12.0,1,5,-0.9999382166137862
11,12.0,1,2,-0.9996236566114504
11,12.0,1,9,-0.9999687956517276
11,12.0,1,0,-0.9999292544568542
11,12.0,1,1,-0.9999482364117178
11,12.0,1,3,-0.9999914647013528
11,12.0,1,4,-0.9999864502721548
11,12.0,1,6,-0.999871932079183
11,12.0,1,8,-0.9999724854218134
11,12.0,2,7,-0.9999694912976428
11,12.0,2,5,-0.9998450756484768
11,12.0,2,2,-0.9998257661467728
11,12.0,2,9,-0.9998839561298906
11,12.0,2,0,-0.999936380263982
11,12.0,2,1,-0.999810341637862
11,12.0,2,3,-0.9999822886738748
11,12.0,2,4,-0.999961106863118
11,12.0,2,6,-0.9999642772876498
11,12.0,2,8,-0.9999901134392658
11,12.0,5,7,-0.9999162791450468
11,12.0,5,5,-0.999826750065
11,12.0,5,2,-0.9999608207974164
11,12.0,5,9,-0.9998891955353684
11,12.0,5,0,-0.999441863063759
11,12.0,5,1,-0.9999918911287254
11,12.0,5,3,-0.999958196233134
11,12.0,5,4,-0.99999623953079
11,12.0,5,6,-0.9999600432881586
11,12.0,5,8,-0.9999430193130472
11,12.0,8,7,-0.9999484738585716
11,12.0,8,5,-0.9999567674915708
11,12.0,8,2,-0.9999734890612232
11,12.0,8,9,-0.9999232427894168
11,12.0,8,0,-0.9999217128437056
11,12.0,8,1,-0.9998861433090878
11,12.0,8,3,-0.9999421092130776
11,12.0,8,4,-0.9999365926183902
11,12.0,8,6,-0.9999250420880496
11,12.0,8,8,-0.9999842149224152
11,7.0,4,7,-0.9999999995959032
11,7.0,4,5,-0.9999999981048902
11,7.0,4,2,-0.9999999997616732
11,7.0,4,9,-0.9999999981550838
11,7.0,4,0,-0.999999999391799
11,7.0,4,1,-0.9999999992736708
11,7.0,4,3,-0.9999999833147244
11,7.0,4,4,-0.9999999998188502
11,7.0,4,6,-0.999999999233162
11,7.0,4,8,-0.9999999992306904
11,7.0,6,7,-0.9999999986663456
11,7.0,6,5,-0.999999998999556
11,7.0,6,2,-0.9999999987466526
11,7.0,6,9,-0.9999999999044143
11,7.0,6,0,-0.9999999994245428
11,7.0,6,1,-0.9999999979737988
11,7.0,6,3,-0.9999999996797688
11,7.0,6,4,-0.9999999993177496
11,7.0,6,6,-0.99999999908261
11,7.0,6,8,-0.9999999994461024
11,7.0,0,7,-0.9999999966868554
11,7.0,0,5,-0.9999999981716194
11,7.0,0,2,-0.9999999994573456
11,7.0,0,9,-0.9999999991207276
11,7.0,0,0,-0.9999895001150086
11,7.0,0,1,-0.9999999990153244
11,7.0,0,3,-0.9999999994082338
11,7.0,0,4,-0.999999999554786
11,7.0,0,6,-0.999999997792736
11,7.0,0,8,-0.9999999989909856
11,7.0,7,7,-0.999999999460979
11,7.0,7,5,-0.999999999730408
11,7.0,7,2,-0.9999999994877302
11,7.0,7,9,-0.999999999182128
11,7.0,7,0,-0.9999999994727292
11,7.0,7,1,-0.9999999993783866
11,7.0,7,3,-0.9999999963561312
11,7.0,7,4,-0.999999999912828
11,7.0,7,6,-0.9999999994836332
11,7.0,7,8,-0.9999999984310928
11,7.0,3,7,-0.9999999995826092
11,7.0,3,5,-0.9999999976660994
11,7.0,3,2,-0.9999999996964032
11,7.0,3,9,-0.9999999997666952
11,7.0,3,0,-0.9999999998839548
11,7.0,3,1,-0.9999999980772918
11,7.0,3,3,-0.9999999999166173
11,7.0,3,4,-0.9999999987762508
11,7.0,3,6,-0.999999999735812
11,7.0,3,8,-0.999999997818842
11,7.0,9,7,-0.999999999554488
11,7.0,9,5,-0.9999999997861913
11,7.0,9,2,-0.999999998536996
11,7.0,9,9,-0.999999997161857
11,7.0,9,0,-0.9999999955358748
11,7.0,9,1,-0.9999999963118535
11,7.0,9,3,-0.9999999998531652
11,7.0,9,4,-0.9999999954030698
11,7.0,9,6,-0.999999999603464
11,7.0,9,8,-0.999999997726301
11,7.0,1,7,-0.9999999990607544
11,7.0,1,5,-0.999999999644025
11,7.0,1,2,-0.9999999988821192
11,7.0,1,9,-0.9999999942687788
11,7.0,1,0,-0.9999999997146268
11,7.0,1,1,-0.9999999991182736
11,7.0,1,3,-0.9999999996964296
11,7.0,1,4,-0.9999999999652314
11,7.0,1,6,-0.9999999976861108
11,7.0,1,8,-0.9999999996017634
11,7.0,2,7,-0.9999999996924548
11,7.0,2,5,-0.9999999995304836
11,7.0,2,2,-0.9999999985960548
11,7.0,2,9,-0.9999999990459998
11,7.0,2,0,-0.9999999987401542
11,7.0,2,1,-0.9999999976755972
11,7.0,2,3,-0.999999996885944
11,7.0,2,4,-0.9999999959813536
11,7.0,2,6,-0.9999999943705632
11,7.0,2,8,-0.9999999988065764
11,7.0,5,7,-0.9999999991040538
11,7.0,5,5,-0.9999999989136804
11,7.0,5,2,-0.9999999996003176
11,7.0,5,9,-0.9999999992662862
11,7.0,5,0,-0.999999996115336
11,7.0,5,1,-0.9999999984847312
11,7.0,5,3,-0.9999999992944582
11,7.0,5,4,-0.9999999975495972
11,7.0,5,6,-0.9999999944802798
11,7.0,5,8,-0.999999999280373
11,7.0,8,7,-0.9999999976013364
11,7.0,8,5,-0.9999999998425642
11,7.0,8,2,-0.9999999995629988
11,7.0,8,9,-0.999999999622028
11,7.0,8,0,-0.9999999995431674
11,7.0,8,1,-0.9999999995778897
11,7.0,8,3,-0.9999999996995884
11,7.0,8,4,-0.999999998924834
11,7.0,8,6,-0.99999999962199
11,7.0,8,8,-0.99999999916752
11,1.0,4,7,-0.5347674813640202
11,1.0,4,5,-0.531923785213081
11,1.0,4,2,-0.5358633090143365
11,1.0,4,9,-0.5163312565119703
11,1.0,4,0,-0.5282675705406894
