,unitary
0,"Operator([[ 0.85030065-0.2171174j , -0.21343462-0.42929537j],
          [-0.01850866-0.47906813j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.85030065-0.2171174j , -0.09755344+0.46939554j],
          [ 0.31065141+0.36516373j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.85030065-0.2171174j , -0.4664107 +0.11095002j],
          [ 0.46250617-0.1262414j ,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.85030065-0.2171174j ,  0.43845718-0.19391789j],
          [-0.47775156+0.04002862j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.85030065-0.2171174j ,  0.39888762-0.26596525j],
          [-0.47756735-0.04216956j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.85030065-0.2171174j , -0.09648967+0.46961536j],
          [ 0.30982325+0.36586664j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.85030065-0.2171174j ,  0.29082874+0.38113972j],
          [-0.07249812+0.4739123j ,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.85030065-0.2171174j , -0.43531155+0.20087982j],
          [ 0.47832874-0.03241085j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.85030065-0.2171174j , -0.47909396+0.01782757j],
          [ 0.4289915 -0.21404472j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.85030065-0.2171174j , -0.21300624-0.42950808j],
          [-0.01898658-0.47904943j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
