,unitary
0,"Operator([[ 0.99230021-0.05518458j,  0.0242032 -0.10820888j],
          [-0.03605244-0.1048579j ,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[0.99230021-0.05518458j, 0.00615698+0.11071156j],
          [0.00615698+0.11071156j, 0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.99230021-0.05518458j,  0.02465378-0.10810712j],
          [-0.03648895-0.1047068j ,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.99230021-0.05518458j,  0.02790395-0.10731415j],
          [-0.03963115-0.10355834j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.99230021-0.05518458j,  0.02783528-0.10733198j],
          [-0.03956489-0.10358367j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.99230021-0.05518458j,  0.03683719-0.10458479j],
          [-0.04820667-0.09985526j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.99230021-0.05518458j,  0.0364001 -0.10473772j],
          [-0.04778924-0.10005571j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.99230021-0.05518458j,  0.04512225-0.10128642j],
          [-0.05607491-0.09565857j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.99230021-0.05518458j,  0.05466175-0.09647305j],
          [-0.06502187-0.08981712j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.99230021-0.05518458j,  0.04372596-0.10189699j],
          [-0.05475493-0.0964202j ,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
