,theta_x,theta_y
0,-1.497835135494595,-0.9678576828074092
1,-1.266117486966939,0.06952956254200426
2,1.9743385564396059,2.4580412138044405
3,-2.5640677564709833,1.7314193145328831
4,0.6289501539883458,-1.142618607074141
5,1.4360881438650939,2.6654333711890006
6,-1.9609753902094769,-0.18277858053988316
7,-2.795096174990151,1.2174227104611797
8,-1.4139091612381165,-2.4679892682919387
9,0.9891808059313085,-2.4847261032836645
10,0.39122669752378414,-1.8729707458626175
11,-2.1987236456275907,2.4155685410682723
12,-0.423293225371669,1.1297887328624237
13,1.0637262989486214,2.19431653726763
14,-0.48515820639820406,0.9075198444959431
15,0.8368222606646678,-0.5872114337693022
16,2.9369867087557644,0.10416386574575043
17,1.150230201797279,0.5871229378150846
18,-0.6809412564547146,2.2752544022370884
19,-1.9650500587928519,-0.388387772569426
