,unitary
0,"Operator([[ 0.998072  -0.02773136j,  0.01019953-0.05458219j],
          [-0.01321458-0.05393163j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.998072  -0.02773136j,  0.01059852-0.05450612j],
          [-0.01360873-0.05383352j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.998072  -0.02773136j,  0.01265912-0.05406471j],
          [-0.01564164-0.05327837j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.998072  -0.02773136j,  0.0096869 -0.05467549j],
          [-0.01270792-0.05405326j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.998072  -0.02773136j,  0.01015299-0.05459087j],
          [-0.01316859-0.05394288j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.998072  -0.02773136j,  0.01079694-0.05446716j],
          [-0.01380468-0.05378361j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.998072  -0.02773136j,  0.01179551-0.05425967j],
          [-0.01479019-0.05352099j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.998072  -0.02773136j,  0.01078174-0.05447017j],
          [-0.01378967-0.05378746j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.998072  -0.02773136j,  0.01218891-0.05417265j],
          [-0.01517815-0.05341226j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.998072  -0.02773136j,  0.0107934 -0.05446786j],
          [-0.01380119-0.05378451j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
