,unitary
0,"Operator([[ 0.99376067-0.04972948j, -0.07740058-0.06305443j],
          [ 0.07071897-0.07046658j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.99376067-0.04972948j,  0.05416336-0.08386323j],
          [-0.06226512-0.07803695j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.99376067-0.04972948j,  0.06984634+0.07133162j],
          [-0.06237612+0.07794826j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.99376067-0.04972948j,  0.03897178+0.09191252j],
          [-0.02960115+0.09534403j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.99376067-0.04972948j, -0.0968913 +0.024058j  ],
          [ 0.09880904+0.01426482j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.99376067-0.04972948j, -0.07086536+0.07031935j],
          [ 0.07753155+0.06289332j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.99376067-0.04972948j, -0.07400903-0.06700279j],
          [ 0.06695018-0.07405663j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.99376067-0.04972948j, -0.0900756 -0.04304762j],
          [ 0.085328  -0.05182512j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.99376067-0.04972948j, -0.04627538-0.08846073j],
          [ 0.03721285-0.09263862j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.99376067-0.04972948j, -0.06902804+0.07212378j],
          [ 0.07588356+0.06487216j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
