,unitary
0,"Operator([[0.96939523-0.10815603j, 0.02443828+0.21903866j],
          [0.02443828+0.21903866j, 0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96939523-0.10815603j, -0.11990026-0.18492997j],
          [ 0.07619377-0.2068083j ,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96939523-0.10815603j, -0.16209681-0.14933114j],
          [ 0.12519862-0.18138487j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96939523-0.10815603j, -0.16887463-0.14162106j],
          [ 0.13350905-0.1753582j ,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[0.96939523-0.10815603j, 0.04011908+0.21671554j],
          [0.00863106+0.22022868j, 0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96939523-0.10815603j, -0.19978877-0.09305705j],
          [ 0.17436641-0.13480178j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96939523-0.10815603j, -0.13836186-0.17155512j],
          [ 0.09714919-0.19783124j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96939523-0.10815603j,  0.22010719-0.01131333j],
          [-0.2171882 +0.03747599j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96939523-0.10815603j, -0.04394564-0.2159721j ],
          [-0.00473474-0.22034688j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96939523-0.10815603j,  0.08358642+0.20393253j],
          [-0.03658477+0.2173401j ,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
