unitary
"Operator([[ 0.94460909-0.1427637j , -0.25397003-0.15110068j],
          [ 0.19797353-0.21940527j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.94460909-0.1427637j , 0.03716483+0.29317395j],
          [0.05113391+0.29106274j, 0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.24783259+0.16096957j],
          [-0.18919375+0.22701964j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.19567773+0.22145523j],
          [ 0.25238257+0.15373754j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.07429518-0.2860287j ],
          [-0.15550415-0.25129793j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.25534223-0.14877008j],
          [ 0.19997319-0.21758428j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.15781503+0.24985317j],
          [ 0.22460312+0.19205632j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.13249279-0.26415498j],
          [ 0.04851206-0.29151119j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.13590805-0.26241417j],
          [ 0.05228923-0.2908574j ,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.28553672-0.07616411j],
          [-0.29529169+0.01161952j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
