unitary
"Operator([[ 0.85030065-0.2171174j , -0.40676932-0.25374706j],
          [ 0.23532084-0.41769959j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.20648536-0.43268077j],
          [-0.02623026-0.47870745j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.12424095-0.46304755j],
          [-0.33102851-0.34679817j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.11723003-0.46487199j],
          [-0.32575054-0.35176048j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.3827594 +0.28869377j],
          [-0.19749581+0.43685725j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.16444668-0.45034002j],
          [-0.07158897-0.47405049j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.08061896-0.47259859j],
          [-0.15582605-0.45339507j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.45410443+0.15374659j],
          [-0.32480408+0.35263459j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
