,unitary
0,"Operator([[ 0.87775053-0.20089548j,  0.33963799+0.2717371j ],
          [-0.18762978+0.3924157j ,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.87775053-0.20089548j,  0.43480265+0.01190273j],
          [-0.38633951+0.19984194j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.87775053-0.20089548j, -0.30559055+0.30953098j],
          [ 0.40980344+0.14579492j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.87775053-0.20089548j, -0.32468074-0.28944331j],
          [ 0.16645997-0.40185332j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.87775053-0.20089548j,  0.33446286+0.27808203j],
          [-0.18021001+0.39587797j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.87775053-0.20089548j,  0.10012656-0.42328441j],
          [-0.2742728 -0.33759361j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.87775053-0.20089548j,  0.02793911-0.4340673j ],
          [-0.21396201-0.37870209j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.87775053-0.20089548j,  0.39242038+0.18762j   ],
          [-0.27174556+0.33963122j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.87775053-0.20089548j, -0.41185477+0.1398952j ],
          [ 0.43170302-0.0531744j ,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.87775053-0.20089548j,  0.35301926+0.25411103j],
          [-0.20734563+0.38236475j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
