,unitary
0,"Operator([[ 0.99230021-0.05518458j,  0.03708729-0.10449637j],
          [-0.04844542-0.09973965j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[0.99230021-0.05518458j, 0.00615698+0.11071156j],
          [0.00615698+0.11071156j, 0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.99230021-0.05518458j,  0.03834836-0.10404019j],
          [-0.04964814-0.09914646j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.99230021-0.05518458j, 0.00615698+0.11071156j],
          [0.00615698+0.11071156j, 0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.99230021-0.05518458j,  0.0400289 -0.10340524j],
          [-0.05124791-0.09832909j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.99230021-0.05518458j,  0.04548676-0.10112325j],
          [-0.05641908-0.09545598j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.99230021-0.05518458j,  0.05133303-0.09828468j],
          [-0.06191455-0.09198666j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.99230021-0.05518458j,  0.05732902-0.09491228j],
          [-0.06749963-0.08797021j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.99230021-0.05518458j,  0.06219818-0.09179512j],
          [-0.07199311-0.08433237j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.99230021-0.05518458j,  0.06726555-0.08814932j],
          [-0.07662499-0.08014717j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
