unitary
"Operator([[ 0.96135264-0.1207989j , -0.08833761-0.23109562j],
          [ 0.02841744-0.24576649j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.09094702-0.2300812j ],
          [ 0.03119669-0.24542919j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.22946335+0.09249482j],
          [ 0.24521347+0.03284924j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.0994033 +0.22655618j],
          [-0.04026219+0.24410587j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.22166322+0.10988238j],
          [ 0.24195758+0.05162604j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.20672947-0.13591043j],
          [ 0.16667797-0.182831j  ,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.19835222-0.14786857j],
          [-0.2287692 -0.09419857j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.1410174 +0.20328013j],
          [-0.0863412 +0.23184891j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
