,unitary
0,"Operator([[ 0.94460909-0.1427637j , -0.11013573+0.2742304j ],
          [ 0.1862573 +0.22943498j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.94460909-0.1427637j ,  0.24727894-0.16181878j],
          [-0.28405532-0.08151546j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.94460909-0.1427637j , -0.26558664-0.12959912j],
          [ 0.21542545-0.20229698j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.94460909-0.1427637j , -0.27008548+0.11994177j],
          [ 0.29346773+0.03476903j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.94460909-0.1427637j , -0.25910413-0.142117j  ],
          [ 0.20553319-0.21234006j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.94460909-0.1427637j , -0.1673525 +0.24356792j],
          [ 0.23185719+0.18323328j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.94460909-0.1427637j , -0.29027865+0.05541208j],
          [ 0.29368917-0.03284603j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.94460909-0.1427637j , -0.19819426+0.2192059j ],
          [ 0.25412198+0.15084499j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.94460909-0.1427637j ,  0.19424113+0.22271636j],
          [-0.11974846+0.27017124j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.94460909-0.1427637j ,  0.12132007-0.26946917j],
          [-0.19553508-0.2215812j ,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
