,unitary
0,"Operator([[ 0.94460909-0.1427637j , -0.06817348-0.28754925j],
          [-0.019848  -0.29485293j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[0.94460909-0.1427637j , 0.04416199+0.29220183j],
          [0.04416199+0.29220183j, 0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.94460909-0.1427637j ,  0.28478575+0.07892572j],
          [-0.24874207+0.15956057j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.94460909-0.1427637j , -0.06100639+0.28915465j],
          [ 0.14373267+0.25821137j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.94460909-0.1427637j ,  0.20137706-0.21628563j],
          [-0.25629963-0.14711456j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 9.44609090e-01-0.1427637j ,  2.46957772e-04-0.2955201j ],
          [-8.75680898e-02-0.28224816j,  9.44609090e-01-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.94460909-0.1427637j , -0.10487003+0.27628693j],
          [ 0.18183454+0.23295577j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.94460909-0.1427637j ,  0.04767257-0.29164965j],
          [-0.13173171-0.26453535j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.94460909-0.1427637j , -0.17365707-0.23911381j],
          [ 0.09523797-0.27975332j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.94460909-0.1427637j ,  0.19535941+0.22173609j],
          [-0.12110648+0.26956523j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
