,unitary
0,"Operator([[ 0.87775053-0.20089548j, -0.42611353+0.08730564j],
          [ 0.42166764-0.10673059j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.87775053-0.20089548j,  0.41320189-0.13586468j],
          [-0.4311629 +0.05738963j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[0.87775053-0.20089548j, 0.17077558+0.40003839j],
          [0.02022854+0.4344949j , 0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.87775053-0.20089548j, 0.09704358+0.42400184j],
          [0.09704358+0.42400184j, 0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.87775053-0.20089548j, -0.20847668+0.38174925j],
          [ 0.35376999+0.25306484j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.87775053-0.20089548j, -0.24363181+0.36033117j],
          [ 0.3761092 +0.21848772j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.87775053-0.20089548j, -0.40328174+0.16296887j],
          [ 0.43401972-0.02866881j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.87775053-0.20089548j, -0.39150509+0.1895225j ],
          [ 0.43496538+0.00036377j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.87775053-0.20089548j, -0.2644656 -0.34533023j],
          [ 0.08793053-0.42598502j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.87775053-0.20089548j, -0.0628832 +0.430396j  ],
          [ 0.24383043+0.36019681j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
