unitary
"Operator([[0.94460909-0.1427637j , 0.03293427+0.29367929j],
          [0.05532485+0.29029529j, 0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.23202234+0.18302412j],
          [ 0.27574673+0.10628233j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.0041964 -0.29549041j],
          [-0.09133236-0.28105265j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.16342684-0.24621913j],
          [-0.22889035-0.18692618j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.29261793-0.04131516j],
          [-0.29175805+0.04700463j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
