,unitary
0,"Operator([[ 0.9027011 -0.18298657j, -0.06886068-0.38328169j],
          [-0.08583203-0.37984142j,  0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[0.9027011 -0.18298657j, 0.07736548+0.3816559j ],
          [0.07736548+0.3816559j , 0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9027011 -0.18298657j,  0.36266835+0.14183904j],
          [-0.27880495+0.27187211j,  0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9027011 -0.18298657j, -0.10193345+0.37584068j],
          [ 0.24024618+0.30647743j,  0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9027011 -0.18298657j,  0.28112425-0.26947319j],
          [-0.36387039-0.13872631j,  0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9027011 -0.18298657j, -0.04223313-0.38712144j],
          [-0.1118529 -0.37300881j,  0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9027011 -0.18298657j, -0.16215516+0.35405134j],
          [ 0.28722888+0.26295668j,  0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9027011 -0.18298657j,  0.01357449-0.38918168j],
          [-0.16405742-0.35317391j,  0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9027011 -0.18298657j, -0.20232085-0.33273551j],
          [ 0.05677653-0.38525715j,  0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9027011 -0.18298657j,  0.27107448+0.27958053j],
          [-0.14080234+0.36307209j,  0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
