,unitary
0,"Operator([[0.9827211 -0.08208352j, 0.01380868+0.16532044j],
          [0.01380868+0.16532044j, 0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9827211 -0.08208352j,  0.16554277+0.01082213j],
          [-0.16145353+0.03813507j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9827211 -0.08208352j, -0.01185496-0.16547201j],
          [-0.01576048-0.1651458j ,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9827211 -0.08208352j, -0.11033083+0.12388961j],
          [ 0.12935481+0.10386944j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9827211 -0.08208352j, -0.15918425-0.04671083j],
          [ 0.14922933-0.07247162j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[0.9827211 -0.08208352j, 0.01189654+0.16546903j],
          [0.01571898+0.16514975j, 0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9827211 -0.08208352j, -0.09652248+0.13492568j],
          [ 0.11756864+0.11704334j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9827211 -0.08208352j, -0.07577082+0.14758154j],
          [ 0.09920409+0.13296645j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[0.9827211 -0.08208352j, 0.02460491+0.16406135j],
          [0.00295318+0.16586985j, 0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9827211 -0.08208352j,  0.0248193 -0.16402905j],
          [-0.05168716-0.15763871j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
