,unitary
0,"Operator([[ 0.9827211 -0.08208352j,  0.11449576+0.12005102j],
          [-0.09299322+0.13738191j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9827211 -0.08208352j,  0.16559481-0.00999428j],
          [-0.16495821+0.01761575j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9827211 -0.08208352j, -0.15852501+0.0489014j ],
          [ 0.16444092+0.0219251j ,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9827211 -0.08208352j, -0.07638283-0.14726571j],
          [ 0.0508936 -0.1578967j ,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9827211 -0.08208352j,  0.11653461+0.1180729j ],
          [-0.09533198+0.13576944j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9827211 -0.08208352j,  0.05882163-0.15511783j],
          [-0.08374   -0.14321012j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9827211 -0.08208352j,  0.03738455-0.16162897j],
          [-0.06368014-0.15318736j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9827211 -0.08208352j,  0.15102883+0.06864268j],
          [-0.13754851+0.09274662j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9827211 -0.08208352j, -0.16566108-0.00882795j],
          [ 0.16190103-0.03618816j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9827211 -0.08208352j,  0.12762482+0.10598788j],
          [-0.10827338+0.1256917j ,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
