unitary
"Operator([[0.97517033-0.0978434j , 0.01983384+0.19767681j],
          [0.01983384+0.19767681j, 0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j ,  0.05439974+0.19107635j],
          [-0.01535435+0.1980751j ,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.97517033-0.0978434j , 0.01983384+0.19767681j],
          [0.01983384+0.19767681j, 0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.97517033-0.0978434j , 0.00185756+0.19866065j],
          [0.03764725+0.1950697j , 0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.03572756+0.19543041j],
          [ 0.07384141+0.18443684j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.11145491+0.16446065j],
          [ 0.14190652+0.13903971j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.13855388+0.14238092j],
          [ 0.16407875+0.11201638j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.17563216+0.09285928j],
          [ 0.1905795 +0.05611556j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.97517033-0.0978434j , 0.01983384+0.19767681j],
          [0.01983384+0.19767681j, 0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.15448979+0.1249096j ],
          [ 0.17622599+0.09172734j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
