,unitary
0,"Operator([[ 0.94460909-0.1427637j , -0.26322406-0.13433275j],
          [ 0.21176951-0.20612101j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.94460909-0.1427637j ,  0.05795066-0.28978253j],
          [-0.14099898-0.25971423j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[0.94460909-0.1427637j , 0.04416199+0.29220183j],
          [0.04416199+0.29220183j, 0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.94460909-0.1427637j ,  0.27456054-0.10931011j],
          [-0.29460105-0.02328975j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[0.94460909-0.1427637j , 0.04416199+0.29220183j],
          [0.04416199+0.29220183j, 0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.94460909-0.1427637j , -0.24000087-0.17242904j],
          [ 0.17832533-0.23565286j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.94460909-0.1427637j , -0.05372014-0.29059652j],
          [-0.03455633-0.29349285j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.94460909-0.1427637j ,  0.21342045+0.20441111j],
          [-0.14348073+0.25835145j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.94460909-0.1427637j , -0.25460834+0.15002262j],
          [ 0.28757135+0.06808017j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.94460909-0.1427637j , -0.27309732-0.1129161j ],
          [ 0.22753085-0.18857865j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
