,unitary
0,"Operator([[ 0.90789321-0.17879381j, -0.3281286 -0.18998503j],
          [ 0.23159272-0.30021243j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.90789321-0.17879381j,  0.03523252-0.37752001j],
          [-0.17574242-0.33597216j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.90789321-0.17879381j,  0.30351876-0.22724227j],
          [-0.36701659-0.09519197j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.90789321-0.17879381j,  0.30104723+0.23050651j],
          [-0.19116935+0.32744002j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[0.90789321-0.17879381j, 0.00397587+0.37913966j],
          [0.14007579+0.35233714j, 0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.90789321-0.17879381j, -0.3711703 -0.07742931j],
          [ 0.31409722-0.21238085j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.90789321-0.17879381j, -0.33042069-0.18597004j],
          [ 0.23523598-0.2973663j ,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.90789321-0.17879381j,  0.32800609+0.19019646j],
          [-0.23139919+0.30036162j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.90789321-0.17879381j, -0.33197528-0.18318052j],
          [ 0.23773217-0.29537451j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.90789321-0.17879381j,  0.37914224+0.00372118j],
          [-0.34942112+0.14719909j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
