unitary
"Operator([[0.96135264-0.1207989j , 0.04626772+0.24303913j],
          [0.01529948+0.24693045j, 0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.07194826-0.23671115j],
          [ 0.01114829-0.24715265j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.18607341-0.16305032j],
          [ 0.13994954-0.20401677j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.20993384-0.13090646j],
          [ 0.17102073-0.17877536j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.1105788 +0.22131662j],
          [-0.05238657+0.24179406j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.23653453-0.07252678j],
          [ 0.21123784-0.12879168j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
