,unitary
0,"Operator([[ 0.9827211 -0.08208352j, -0.10327566-0.12982937j],
          [ 0.0803064 -0.14516339j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9827211 -0.08208352j, -0.16437177+0.02243765j],
          [ 0.16581643-0.0051419j ,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9827211 -0.08208352j, -0.07719464-0.1468418j ],
          [ 0.05176448-0.15761334j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9827211 -0.08208352j, -0.02957893-0.16323791j],
          [ 0.00208853-0.16588299j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9827211 -0.08208352j,  0.01347523-0.16534795j],
          [-0.04071909-0.16082127j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9827211 -0.08208352j, -0.00544767-0.16580666j],
          [-0.0221345 -0.16441287j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 9.82721104e-01-0.08208352j, -2.93487021e-04-0.16589587j],
          [-2.72320635e-02-0.16364578j,  9.82721104e-01-0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9827211 -0.08208352j, -0.01000417-0.16559421j],
          [-0.01760589-0.16495927j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9827211 -0.08208352j,  0.16586143+0.00339329j],
          [-0.16300019+0.03086204j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9827211 -0.08208352j, -0.01014848-0.16558543j],
          [-0.01746213-0.16497455j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
