unitary
"Operator([[ 0.96135264-0.1207989j , -0.21583268-0.12093376j],
          [ 0.17920348-0.17057208j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.08256546-0.2332202j ],
          [-0.1376983 -0.20554293j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.10069783+0.22598377j],
          [-0.0416581 +0.24387153j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.96135264-0.1207989j , 0.03929462+0.24426349j],
          [0.02235871+0.24639157j, 0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.24691307-0.01557732j],
          [ 0.23538325-0.07618033j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.24672517+0.01831416j],
          [ 0.24358608-0.04329597j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.19190496-0.15614482j],
          [ 0.14730826-0.1987687j ,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.21940496-0.1143249j ],
          [ 0.18429976-0.16505247j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.18445592-0.16487793j],
          [ 0.13793018-0.2053874j ,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.24732692-0.00617345j],
          [ 0.23811079-0.06717119j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
