,unitary
0,"Operator([[ 0.94460909-0.1427637j ,  0.2276489 -0.18843612j],
          [-0.27316798-0.11274505j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[0.94460909-0.1427637j , 0.04416199+0.29220183j],
          [0.04416199+0.29220183j, 0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.94460909-0.1427637j , -0.13325167+0.26377298j],
          [ 0.20525042+0.2126134j ,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.94460909-0.1427637j ,  0.19004788-0.22630509j],
          [-0.2484374 -0.16003453j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.94460909-0.1427637j ,  0.29483613-0.02009593j],
          [-0.28760647+0.06793166j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[0.94460909-0.1427637j , 0.04390064+0.29224121j],
          [0.0444233 +0.29216222j, 0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.94460909-0.1427637j ,  0.16427112+0.24565666j],
          [-0.08433769+0.2832302j ,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.94460909-0.1427637j , -0.08163322+0.28402149j],
          [ 0.16192129+0.24721183j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.94460909-0.1427637j , -0.23490455+0.17930992j],
          [ 0.27740259+0.10188227j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.94460909-0.1427637j , -0.27997556-0.09458266j],
          [ 0.23951978-0.1730967j ,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
