unitary
"Operator([[ 9.88311731e-01-0.1243501j , -5.29928006e-02+0.07038134j,
           -9.20796898e-04-0.0037892j ],
          [ 6.13541076e-02+0.06322534j,  9.92207819e-01+0.00032476j,
           -5.29928006e-02+0.07038134j],
          [-2.79321062e-04+0.00388946j,  6.13541076e-02+0.06322534j,
            9.88311731e-01-0.1243501j ]],
         input_dims=(3,), output_dims=(3,))"
"Operator([[ 9.88311731e-01-0.1243501j , -4.71015892e-02+0.07445274j,
           -1.52210927e-03-0.00359014j],
          [ 5.60164620e-02+0.06799945j,  9.92207819e-01+0.00032476j,
           -4.71015892e-02+0.07445274j],
          [-9.05327471e-04+0.00379292j,  5.60164620e-02+0.06799945j,
            9.88311731e-01-0.1243501j ]],
         input_dims=(3,), output_dims=(3,))"
"Operator([[ 0.98831173-0.1243501j , -0.044012  +0.07631981j,
           -0.0018109 -0.00345348j],
          [ 0.05318376+0.07023715j,  0.99220782+0.00032476j,
           -0.044012  +0.07631981j],
          [-0.00121279+0.00370608j,  0.05318376+0.07023715j,
            0.98831173-0.1243501j ]],
         input_dims=(3,), output_dims=(3,))"
"Operator([[ 0.98831173-0.1243501j ,  0.00550272+0.08792889j,
           -0.00388594+0.00032463j],
          [ 0.00550272+0.08792889j,  0.99220782+0.00032476j,
            0.00550272+0.08792889j],
          [-0.00388594+0.00032463j,  0.00550272+0.08792889j,
            0.98831173-0.1243501j ]],
         input_dims=(3,), output_dims=(3,))"
"Operator([[ 0.98831173-0.1243501j ,  0.00550272+0.08792889j,
           -0.00388594+0.00032463j],
          [ 0.00550272+0.08792889j,  0.99220782+0.00032476j,
            0.00550272+0.08792889j],
          [-0.00388594+0.00032463j,  0.00550272+0.08792889j,
            0.98831173-0.1243501j ]],
         input_dims=(3,), output_dims=(3,))"
"Operator([[ 0.98831173-0.1243501j ,  0.00550272+0.08792889j,
           -0.00388594+0.00032463j],
          [ 0.00550272+0.08792889j,  0.99220782+0.00032476j,
            0.00550272+0.08792889j],
          [-0.00388594+0.00032463j,  0.00550272+0.08792889j,
            0.98831173-0.1243501j ]],
         input_dims=(3,), output_dims=(3,))"
"Operator([[ 0.98831173-0.1243501j ,  0.00550272+0.08792889j,
           -0.00388594+0.00032463j],
          [ 0.00550272+0.08792889j,  0.99220782+0.00032476j,
            0.00550272+0.08792889j],
          [-0.00388594+0.00032463j,  0.00550272+0.08792889j,
            0.98831173-0.1243501j ]],
         input_dims=(3,), output_dims=(3,))"
"Operator([[ 0.98831173-0.1243501j ,  0.00550272+0.08792889j,
           -0.00388594+0.00032463j],
          [ 0.00550272+0.08792889j,  0.99220782+0.00032476j,
            0.00550272+0.08792889j],
          [-0.00388594+0.00032463j,  0.00550272+0.08792889j,
            0.98831173-0.1243501j ]],
         input_dims=(3,), output_dims=(3,))"
