,unitary
0,"Operator([[ 0.99230021-0.05518458j,  0.07431458-0.08229399j],
          [-0.08298129-0.07354633j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.99230021-0.05518458j,  0.10017662-0.04753527j],
          [-0.10482972-0.0361343j ,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.99230021-0.05518458j,  0.11086779-0.00181383j],
          [-0.11038525+0.01049067j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.99230021-0.05518458j,  0.10154283+0.04454224j],
          [-0.09597771+0.05552691j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[0.99230021-0.05518458j, 0.00615698+0.11071156j],
          [0.00615698+0.11071156j, 0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.99230021-0.05518458j, -0.01607645-0.10971101j],
          [ 0.00381227-0.11081707j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.99230021-0.05518458j, -0.11082496+0.00357566j],
          [ 0.11053804-0.00873495j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.99230021-0.05518458j,  0.10753439+0.02704281j],
          [-0.1038727 +0.03879974j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.99230021-0.05518458j, -0.10788864+0.02559296j],
          [ 0.11006116+0.01347217j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.99230021-0.05518458j,  0.10576536+0.03329633j],
          [-0.10142118+0.04481855j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
