,unitary
0,"Operator([[ 0.95240675-0.13313589j, -0.12512991-0.24400558j],
          [ 0.05342229-0.2689652j ,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.95240675-0.13313589j, -0.00852926-0.27408661j],
          [-0.06695753-0.26591899j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[0.95240675-0.13313589j, 0.04276222+0.27086456j],
          [0.03315326+0.27220779j, 0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.95240675-0.13313589j, 0.03972733+0.27132629j],
          [0.03619844+0.27181959j, 0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.95240675-0.13313589j, -0.21762195-0.16684396j],
          [ 0.16352806-0.2201245j ,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.95240675-0.13313589j, -0.27406537-0.00918655j],
          [ 0.26104054-0.08398841j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.95240675-0.13313589j, -0.21529551-0.1698354j ],
          [ 0.16047048-0.22236331j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.95240675-0.13313589j, -0.27337113-0.02155099j],
          [ 0.25698235-0.09568851j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.95240675-0.13313589j, -0.26808596-0.05767265j],
          [ 0.24199452-0.12897624j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.95240675-0.13313589j, -0.19482266+0.19297759j],
          [ 0.24027274+0.13215609j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
