,unitary
0,"Operator([[ 0.87775053-0.20089548j, -0.42725043-0.08156035j],
          [ 0.34924047-0.25927999j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.87775053-0.20089548j,  0.30902937-0.3060978j ],
          [-0.41140659-0.14120776j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.87775053-0.20089548j,  0.41369016-0.13437064j],
          [-0.4309527 +0.0589473j ,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.87775053-0.20089548j,  0.40734252-0.15253553j],
          [-0.43313809+0.03982978j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.87775053-0.20089548j,  0.1624428 -0.40349393j],
          [-0.3217771 -0.29266792j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.87775053-0.20089548j,  0.12480588-0.41667554j],
          [-0.29362059-0.32090803j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[0.87775053-0.20089548j, 0.09704358+0.42400184j],
          [0.09704358+0.42400184j, 0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.87775053-0.20089548j, -0.16693263-0.40165721j],
          [-0.02439304-0.43428101j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.87775053-0.20089548j, -0.25135826+0.35498456j],
          [ 0.38074087+0.21031264j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.87775053-0.20089548j,  0.41094756+0.14253813j],
          [-0.30803737+0.30709607j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
