,unitary
0,"Operator([[ 0.97517033-0.0978434j , -0.17511523-0.09383049j],
          [ 0.15298334-0.12675015j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.97517033-0.0978434j , -0.18077118-0.08240925j],
          [ 0.1607956 -0.11668024j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.97517033-0.0978434j , -0.06997346-0.18593875j],
          [ 0.03163832-0.19613393j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.97517033-0.0978434j ,  0.14862009+0.13183919j],
          [-0.11946517+0.15873744j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.97517033-0.0978434j , -0.05250287-0.19160624j],
          [ 0.01339002-0.19821758j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.97517033-0.0978434j , -0.09286306-0.17563016j],
          [ 0.05611966-0.1905783j ,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.97517033-0.0978434j ,  0.05379032-0.1912488j ],
          [-0.09071337-0.17675007j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.97517033-0.0978434j ,  0.12512841-0.15431262j],
          [-0.15329135-0.12637746j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.97517033-0.0978434j ,  0.09955883-0.17192307j],
          [-0.13173013-0.14871677j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.97517033-0.0978434j , -0.02460669-0.19713958j],
          [-0.01504939-0.19809851j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
