,unitary
0,"Operator([[ 0.998072  -0.02773136j,  0.01972874+0.05190398j],
          [-0.01681623+0.05291937j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.998072  -0.02773136j,  0.03173244+0.04556641j],
          [-0.02915332+0.04725812j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.998072  -0.02773136j, -0.03792533+0.04055755j],
          [ 0.04011886+0.0383891j ,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.998072  -0.02773136j, -0.0547626 +0.0091817j ],
          [ 0.05518794+0.00612673j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.998072  -0.02773136j,  0.00469761+0.05532792j],
          [-0.00161817+0.0555034j ,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.998072  -0.02773136j, -0.00487402-0.05531265j],
          [ 0.00179515-0.05549796j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.998072  -0.02773136j, -0.03256043-0.04497849j],
          [ 0.03001267-0.04671708j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.998072  -0.02773136j,  0.0115544 +0.05431152j],
          [-0.00852081+0.05486931j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.998072  -0.02773136j, -0.05232445+0.01858488j],
          [ 0.05327568+0.01565079j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[9.98072005e-01-0.02773136j, 2.98275853e-03+0.05544681j],
          [1.00637403e-04+0.05552689j, 9.98072005e-01-0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
