,unitary
0,"Operator([[ 0.85030065-0.2171174j , -0.28612665-0.38468219j],
          [ 0.0666733 -0.4747668j ,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.85030065-0.2171174j ,  0.45141132-0.16148272j],
          [-0.47356964+0.0747037j ,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[0.85030065-0.2171174j , 0.16635043+0.44964028j],
          [0.0695828 +0.47434911j, 0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.85030065-0.2171174j , 0.11861178+0.46452136j],
          [0.11861178+0.46452136j, 0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.85030065-0.2171174j , -0.40517504+0.25628507j],
          [ 0.47844415+0.03066005j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.85030065-0.2171174j , -0.37255799+0.30174391j],
          [ 0.47161414+0.08619138j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.85030065-0.2171174j , -0.45818927+0.14110789j],
          [ 0.46974964-0.09583381j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.85030065-0.2171174j , -0.46344348+0.1227558j ],
          [ 0.46556218-0.11445829j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.85030065-0.2171174j , -0.33342665-0.34449313j],
          [ 0.12745061-0.46217441j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.85030065-0.2171174j , -0.37869315+0.29400739j],
          [ 0.47328916+0.0764606j ,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
