,unitary
0,"Operator([[ 0.95240675-0.13313589j, -0.21807263-0.16625446j],
          [ 0.16412311-0.21968118j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.95240675-0.13313589j,  0.18417865-0.20316113j],
          [-0.23282926-0.14486806j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.95240675-0.13313589j,  0.273108  -0.02466247j],
          [-0.26940193+0.0511744j ,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.95240675-0.13313589j,  0.22033688+0.16324178j],
          [-0.16712671+0.21740488j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.95240675-0.13313589j, -0.01569677+0.27376967j],
          [ 0.09016799+0.25897095j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.95240675-0.13313589j, -0.17830531+0.20833491j],
          [ 0.22859982+0.15145409j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.95240675-0.13313589j, -0.27348408-0.02006687j],
          [ 0.25749794-0.09429226j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.95240675-0.13313589j,  0.19757045+0.19016344j],
          [-0.13785054+0.23705157j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.95240675-0.13313589j, -0.26856643-0.05539216j],
          [ 0.24308193-0.12691492j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[0.95240675-0.13313589j, 0.05417872+0.26881385j],
          [0.02161204+0.27336631j, 0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
