num_of_intervals,total_time,drift_parameter,taylor_truncate_len,init_seed,target_state_seed,final_cost
1.0,3.0,1.0,20.0,0.0,0.0,-0.9054401731979231
1.0,3.0,1.0,20.0,1.0,0.0,-0.9054401734377121
1.0,3.0,1.0,20.0,2.0,0.0,-0.8274692907039577
1.0,3.0,1.0,20.0,3.0,0.0,-0.8274692907420724
1.0,3.0,1.0,20.0,4.0,0.0,-0.9054401730839465
1.0,3.0,1.0,20.0,5.0,0.0,-0.9054401732289181
1.0,3.0,1.0,20.0,6.0,0.0,-0.9054401732184683
1.0,3.0,1.0,20.0,7.0,0.0,-0.9054401732290985
1.0,3.0,1.0,20.0,8.0,0.0,-0.8274692907039333
1.0,3.0,1.0,20.0,9.0,0.0,-0.9054401731530467
1.0,3.0,1.0,20.0,0.0,1.0,-0.45313821203711013
1.0,3.0,1.0,20.0,1.0,1.0,-0.4531382119524003
1.0,3.0,1.0,20.0,2.0,1.0,-0.23418455154747206
1.0,3.0,1.0,20.0,3.0,1.0,-0.45313821204874716
1.0,3.0,1.0,20.0,4.0,1.0,-0.45313821206240323
1.0,3.0,1.0,20.0,5.0,1.0,-0.45313821204252036
1.0,3.0,1.0,20.0,6.0,1.0,-0.45313821204048804
1.0,3.0,1.0,20.0,7.0,1.0,-0.45313821202615473
1.0,3.0,1.0,20.0,8.0,1.0,-0.23418455153815335
1.0,3.0,1.0,20.0,9.0,1.0,-0.45313821204256927
1.0,3.0,1.0,20.0,0.0,2.0,-0.5771745431000855
1.0,3.0,1.0,20.0,1.0,2.0,-0.577174543101675
1.0,3.0,1.0,20.0,2.0,2.0,-0.5771745430990511
1.0,3.0,1.0,20.0,3.0,2.0,-0.3523823969464966
1.0,3.0,1.0,20.0,4.0,2.0,-0.34968941805571857
1.0,3.0,1.0,20.0,5.0,2.0,-0.5771745431042776
1.0,3.0,1.0,20.0,6.0,2.0,-0.5771745431000573
1.0,3.0,1.0,20.0,7.0,2.0,-0.577174542970105
1.0,3.0,1.0,20.0,8.0,2.0,-0.577174543122864
1.0,3.0,1.0,20.0,9.0,2.0,-0.34968941805571857
1.0,3.0,1.0,20.0,0.0,3.0,-0.49217617447050827
1.0,3.0,1.0,20.0,1.0,3.0,-0.492176174529322
1.0,3.0,1.0,20.0,2.0,3.0,-0.560092587079513
1.0,3.0,1.0,20.0,3.0,3.0,-0.5600925870806553
