,unitary
0,"Operator([[ 0.87775053-0.20089548j,  0.41596433-0.12715617j],
          [-0.42986243+0.06643274j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.87775053-0.20089548j,  0.33687654-0.27515308j],
          [-0.42302161-0.10123111j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.87775053-0.20089548j,  0.38697334-0.19861181j],
          [-0.43483831-0.01051936j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.87775053-0.20089548j,  0.25506751-0.3523288j ],
          [-0.38292569-0.20630787j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.87775053-0.20089548j, -0.18418535+0.39404412j],
          [ 0.33724478+0.27470161j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.87775053-0.20089548j,  0.39442106-0.18337677j],
          [-0.43491788+0.00643848j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.87775053-0.20089548j,  0.16292791-0.40329829j],
          [-0.32212882-0.29228075j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.87775053-0.20089548j, -0.38142417-0.20907085j],
          [ 0.25251367-0.35416361j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.87775053-0.20089548j, -0.22060764-0.37486969j],
          [ 0.03559011-0.43350705j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.87775053-0.20089548j,  0.13281512-0.41419218j],
          [-0.29975231-0.31518814j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
