unitary
"Operator([[ 0.94460909-0.1427637j ,  0.27039486-0.11924267j],
          [-0.29355669-0.03400973j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.29527681-0.01199149j],
          [-0.28563244+0.07580436j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.01449284+0.29516462j],
          [ 0.10107264+0.2776986j ,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.14569328-0.25711021j],
          [-0.21516737-0.20257146j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.22231592+0.19469931j],
          [-0.15484893+0.25170221j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
