,unitary
0,"Operator([[ 0.96939523-0.10815603j, -0.20970456+0.06781714j],
          [ 0.21949468+0.01993111j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96939523-0.10815603j,  0.2120929 -0.05993134j],
          [-0.22008629-0.01171284j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96939523-0.10815603j, -0.1993812 -0.09392711j],
          [ 0.17377711-0.13556062j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96939523-0.10815603j, -0.18614755-0.11800108j],
          [ 0.15556303-0.15612594j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96939523-0.10815603j, -0.07535717-0.20711461j],
          [ 0.02785655-0.21863023j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96939523-0.10815603j, -0.1910996 -0.10980031j],
          [ 0.16220073-0.14921825j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96939523-0.10815603j, -0.13775563-0.1720423j ],
          [ 0.0964505 -0.19817282j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96939523-0.10815603j, -0.2185149 +0.02874726j],
          [ 0.21947747-0.02011982j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96939523-0.10815603j,  0.20378685+0.08394097j],
          [-0.18027534+0.12679103j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96939523-0.10815603j,  0.09010425-0.20113774j],
          [-0.1322189 -0.17633301j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
